lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,G4M-P_x,G4M-Q_x,G4M-R_x,G4M-S_x,G4M-P_y,G4M-Q_y,G4M-R_y,G4M-S_y,Blank1
[TG(49:3)]_FA14:0,0,3.3282602147347675,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,4.901352286943697e-06,1.6379947297339082e-05,1.1163366006215103e-05,1.2414511837129561e-05,4.901352286943697e-06,1.6379947297339082e-05,1.1163366006215103e-05,1.2414511837129561e-05,8.234638013441604e-06
[TG(49:3)]_FA16:0,0,3.3405765535634715,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,4.86299320841059e-06,1.7723821387129387e-05,1.0759969387980328e-05,1.2356592825909675e-05,4.86299320841059e-06,1.7723821387129387e-05,1.0759969387980328e-05,1.2356592825909675e-05,8.340603472609466e-06
[TG(49:3)]_FA16:1,0,3.65393392591496,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,6.730795197941605e-06,1.7732063963883634e-05,1.195812105723163e-05,1.981824032506801e-05,6.730795197941605e-06,1.7732063963883634e-05,1.195812105723163e-05,1.981824032506801e-05,8.726330898356039e-06
[TG(49:3)]_FA18:0,0,3.5363845968906027,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,5.247302333308094e-06,2.329748165893065e-05,1.2344709401809173e-05,1.358437307516454e-05,5.247302333308094e-06,2.329748165893065e-05,1.2344709401809173e-05,1.358437307516454e-05,8.432937810701881e-06
[TG(49:3)]_FA18:1,0,3.4705115935071174,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,5.285969190610227e-06,1.9639863869697994e-05,1.1746655623728363e-05,1.3502190409256144e-05,5.285969190610227e-06,1.9639863869697994e-05,1.1746655623728363e-05,1.3502190409256144e-05,9.082361903444806e-06
[TG(49:3)]_FA18:2,0,3.506995124884494,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,5.539200887696461e-06,1.8701246943244508e-05,1.2835554142392378e-05,1.3997894486458872e-05,5.539200887696461e-06,1.8701246943244508e-05,1.2835554142392378e-05,1.3997894486458872e-05,8.994895705705907e-06
[TG(49:3)]_FA18:3,0,3.6051467754770847,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,5.933253725408972e-06,1.9873745134564962e-05,1.3731839744269295e-05,1.5198019594433666e-05,5.933253725408972e-06,1.9873745134564962e-05,1.3731839744269295e-05,1.5198019594433666e-05,9.504114304452433e-06
[TG(49:4)]_FA14:0,0,3.339713432524964,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,4.900326598985981e-06,1.6380977635809776e-05,1.105297714097114e-05,1.3326867809970737e-05,4.900326598985981e-06,1.6380977635809776e-05,1.105297714097114e-05,1.3326867809970737e-05,7.819376538458768e-06
[TG(49:4)]_FA16:0,0,3.386706416000117,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,5.155814864354539e-06,1.6326027298796547e-05,1.1568125525360975e-05,1.3262165477232975e-05,5.155814864354539e-06,1.6326027298796547e-05,1.1568125525360975e-05,1.3262165477232975e-05,8.77420193045414e-06
[TG(49:4)]_FA16:1,0,3.4636131740023184,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,5.599611445471566e-06,1.7726225510227675e-05,1.2362199017614242e-05,1.3552282786637844e-05,5.599611445471566e-06,1.7726225510227675e-05,1.2362199017614242e-05,1.3552282786637844e-05,8.582555275882836e-06
[TG(49:4)]_FA18:0,0,3.345110752439478,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,4.871608568615248e-06,1.691674126000211e-05,1.129215310231256e-05,1.2954829085715458e-05,4.871608568615248e-06,1.691674126000211e-05,1.129215310231256e-05,1.2954829085715458e-05,7.792601224863671e-06
[TG(49:4)]_FA18:1,0,3.5192333464786154,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,5.515303361844292e-06,1.854910370203268e-05,1.1746882853305867e-05,1.4519166134821023e-05,5.515303361844292e-06,1.854910370203268e-05,1.1746882853305867e-05,1.4519166134821023e-05,1.0812698646839426e-05
[TG(49:4)]_FA18:2,0,3.5190960059778176,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,5.707509276181984e-06,1.854463896749866e-05,1.249961737181011e-05,1.4002329633705495e-05,5.707509276181984e-06,1.854463896749866e-05,1.249961737181011e-05,1.4002329633705495e-05,9.763591728703472e-06
[TG(49:4)]_FA18:3,0,3.60931654945482,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,6.244331789719956e-06,1.9870654381175502e-05,1.3227139631459299e-05,1.5191497175639031e-05,6.244331789719956e-06,1.9870654381175502e-05,1.3227139631459299e-05,1.5191497175639031e-05,9.499570535524337e-06
[TG(49:4)]_FA20:4,0,3.720149080028843,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,6.390793891330373e-06,2.2650787546286413e-05,1.408799167254032e-05,1.668330490983391e-05,6.390793891330373e-06,2.2650787546286413e-05,1.408799167254032e-05,1.668330490983391e-05,1.0186966884430898e-05
[TG(49:5)]_FA14:0,0,3.3131470236650795,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,4.900634299504508e-06,1.637582600896196e-05,1.0936001217364619e-05,1.2419990744555456e-05,4.900634299504508e-06,1.637582600896196e-05,1.0936001217364619e-05,1.2419990744555456e-05,7.81905207417893e-06
[TG(49:5)]_FA16:0,0,3.354910956941072,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,4.864839313708634e-06,1.7420565374187743e-05,1.1821611188114936e-05,1.2354766656133326e-05,4.864839313708634e-06,1.7420565374187743e-05,1.1821611188114936e-05,1.2354766656133326e-05,7.816942452806274e-06
[TG(49:5)]_FA16:1,0,3.434304507666928,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,5.409046541878148e-06,1.773378112916247e-05,1.174461151063868e-05,1.3543151340610829e-05,5.409046541878148e-06,1.773378112916247e-05,1.174461151063868e-05,1.3543151340610829e-05,8.508882508737985e-06
[TG(49:5)]_FA18:0,0,3.3376922421009367,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,TAG,4.927506244139821e-06,1.7181532351461646e-05,1.1132475217399748e-05,1.2358680047695578e-05,4.927506244139821e-06,1.7181532351461646e-05,1.1132475217399748e-05,1.2358680047695578e-05,7.969967644091017e-06
