lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,G4M-P_x,G4M-Q_x,G4M-R_x,G4M-S_x,G4M-P_y,G4M-Q_y,G4M-R_y,G4M-S_y,Blank1
"PE(O-38:9),PE(36:2),PE(O-37:2),PE(P-37:1)",0,5.227459216253586,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PE,2.142798021746395e-05,5.6715060839790774e-05,3.793427515049097e-05,5.2923171033115494e-05,2.142798021746395e-05,5.6715060839790774e-05,3.793427515049097e-05,5.2923171033115494e-05,2.2304679992792294e-05
"PE(O-40:9),PE(38:2),PE(P-39:1)",0,3.749304297147829,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PE,6.613051165827169e-06,2.1488592150122e-05,1.5286824683939457e-05,1.6940027317571677e-05,6.613051165827169e-06,2.1488592150122e-05,1.5286824683939457e-05,1.6940027317571677e-05,1.0447093515804865e-05
"PE28:0,PE(O-29:0)",0,3.731588386613127,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PE,6.210382987472623e-06,2.1642796068275224e-05,1.4338978936341929e-05,1.634205186096492e-05,6.210382987472623e-06,2.1642796068275224e-05,1.4338978936341929e-05,1.634205186096492e-05,1.2530540373885848e-05
"PG(12:0),LPG(13:0)",0,3.777014248783117,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.68464123523204e-06,2.3932842703453806e-05,1.4502972406980862e-05,1.7012034627987465e-05,6.68464123523204e-06,2.3932842703453806e-05,1.4502972406980862e-05,1.7012034627987465e-05,1.0777647404884082e-05
"PG(16:0),LPG(17:0),LPG(O-18:0)",0,3.7508717944532632,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.405973509700998e-06,2.2161044462510988e-05,1.527274229875059e-05,1.6857583947988466e-05,6.405973509700998e-06,2.2161044462510988e-05,1.527274229875059e-05,1.6857583947988466e-05,1.0693751335621984e-05
"PG(20:0),LPG(21:0)",0,3.8800545417157255,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.739000388601349e-06,2.20528613467973e-05,1.4852991606075085e-05,2.3725952189796233e-05,6.739000388601349e-06,2.20528613467973e-05,1.4852991606075085e-05,2.3725952189796233e-05,1.0667138269642541e-05
PG(24:0),0,3.746936872736439,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.404742746752136e-06,2.2707111340398955e-05,1.4158404421623268e-05,1.7963525163358554e-05,6.404742746752136e-06,2.2707111340398955e-05,1.4158404421623268e-05,1.7963525163358554e-05,1.0133416164386287e-05
PG(25:0),0,3.714521603904518,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.4071017449356e-06,2.1481036531187207e-05,1.4539995795003768e-05,1.6762878249937286e-05,6.4071017449356e-06,2.1481036531187207e-05,1.4539995795003768e-05,1.6762878249937286e-05,1.0135201321479102e-05
PG(26:0),0,3.721644508870374,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.4199223259975114e-06,2.2890507330314995e-05,1.416317429321206e-05,1.6461281768093108e-05,6.4199223259975114e-06,2.2890507330314995e-05,1.416317429321206e-05,1.6461281768093108e-05,1.0133253854867688e-05
PG(26:1),0,3.724928748593161,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.528640613173506e-06,2.148653173520324e-05,1.4160902993867958e-05,1.6219691369968405e-05,6.528640613173506e-06,2.148653173520324e-05,1.4160902993867958e-05,1.6219691369968405e-05,1.1641761027798006e-05
"PG(27:0),PG(O-28:0)",0,3.743708877221332,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.405255541824434e-06,2.1485157754058675e-05,1.565001804308188e-05,1.6945767028196595e-05,6.405255541824434e-06,2.1485157754058675e-05,1.565001804308188e-05,1.6945767028196595e-05,1.0214066817063195e-05
"PG(27:1),PG(P-28:0)",0,3.706334804342152,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.4044350266709855e-06,2.1484814373407434e-05,1.4148637492191264e-05,1.6793403171886654e-05,6.4044350266709855e-06,2.1484814373407434e-05,1.4148637492191264e-05,1.6793403171886654e-05,1.0137797561892836e-05
"PG(28:0),PG(O-29:0)",0,3.773308951732564,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.407511953605764e-06,2.4969339622936654e-05,1.4162492907741137e-05,1.7571136524311765e-05,6.407511953605764e-06,2.4969339622936654e-05,1.4162492907741137e-05,1.7571136524311765e-05,1.021325545517903e-05
"PG(28:1),PG(P-29:0)",0,3.730916832672164,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.404845254903772e-06,2.1484814373407434e-05,1.416113009347621e-05,1.8052230198299475e-05,6.404845254903772e-06,2.1484814373407434e-05,1.416113009347621e-05,1.8052230198299475e-05,1.013033290256234e-05
PG(28:2),0,3.7569465670702935,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,7.120130156662935e-06,2.148034970437907e-05,1.4244035270551765e-05,1.7509564974490756e-05,7.120130156662935e-06,2.148034970437907e-05,1.4244035270551765e-05,1.7509564974490756e-05,1.0131144326349447e-05
"PG(29:0),PG(O-30:0)",0,3.8147286208263167,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,7.3045410303231745e-06,2.1494774246451827e-05,1.6692807369823407e-05,1.68857607454287e-05,7.3045410303231745e-06,2.1494774246451827e-05,1.6692807369823407e-05,1.68857607454287e-05,1.0708193756678653e-05
"PG(29:1),PG(O-30:1),PG(P-30:0)",0,3.821413825850072,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.405973529263623e-06,2.269371739881952e-05,1.748824380631086e-05,1.7639752348135988e-05,6.405973529263623e-06,2.269371739881952e-05,1.748824380631086e-05,1.7639752348135988e-05,1.0803611387546485e-05
"PG(29:2),PG(P-30:1)",0,3.7124635754919577,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.40443500710836e-06,2.1483440654285492e-05,1.4157268663643507e-05,1.622595273675348e-05,6.40443500710836e-06,2.1483440654285492e-05,1.4157268663643507e-05,1.622595273675348e-05,1.1231530126493174e-05
"PG(30:0),PG(O-31:0)",0,3.7104910542091503,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.406076096103132e-06,2.1848172153693155e-05,1.4158858750809023e-05,1.6713829732259067e-05,6.406076096103132e-06,2.1848172153693155e-05,1.4158858750809023e-05,1.6713829732259067e-05,1.0138771233295599e-05
"PG(30:1),PG(O-31:1),PG(P-31:0)",0,3.734297323276954,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.4044350266709855e-06,2.148824883497642e-05,1.4843451776251334e-05,1.6905588805011626e-05,6.4044350266709855e-06,2.148824883497642e-05,1.4843451776251334e-05,1.6905588805011626e-05,1.0805720947016195e-05
"PG(30:2),PG(P-31:1)",0,3.696039448594013,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.406588891175429e-06,2.148172335799535e-05,1.4158631607877689e-05,1.6260913004997902e-05,6.406588891175429e-06,2.148172335799535e-05,1.4158631607877689e-05,1.6260913004997902e-05,1.0129197076398335e-05
PG(30:3),0,3.7138393411714743,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.717564466897401e-06,2.149202661169098e-05,1.4290825761299012e-05,1.6216038682080968e-05,6.717564466897401e-06,2.149202661169098e-05,1.4290825761299012e-05,1.6216038682080968e-05,1.0135688064326068e-05
PG(30:4),0,3.695296580551443,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.405153053235422e-06,2.1489279107941454e-05,1.4159312950025526e-05,1.621760404865829e-05,6.405153053235422e-06,2.1489279107941454e-05,1.4159312950025526e-05,1.621760404865829e-05,1.0132604802502119e-05
"PG(31:0),PG(O-32:0)",0,3.7258495022295337,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.4054606559408275e-06,2.2358521613848548e-05,1.4696039566307551e-05,1.6371794124506686e-05,6.4054606559408275e-06,2.2358521613848548e-05,1.4696039566307551e-05,1.6371794124506686e-05,1.0304778493290225e-05
"PG(31:1),PG(O-32:1),PG(P-32:0)",0,3.767914256646233,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.832436666630828e-06,2.149099633872595e-05,1.4178392523026859e-05,1.853384557820945e-05,6.832436666630828e-06,2.149099633872595e-05,1.4178392523026859e-05,1.853384557820945e-05,1.0578536214788167e-05
"PG(31:2),PG(P-32:1)",0,3.7051785953741456,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.4061786238173925e-06,2.1485501134709917e-05,1.4157041694004511e-05,1.6719308639684963e-05,6.4061786238173925e-06,2.1485501134709917e-05,1.4157041694004511e-05,1.6719308639684963e-05,1.0138284366642748e-05
PG(31:3),0,3.7197817828960495,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.570076677329267e-06,2.1495804650428183e-05,1.4159767192565113e-05,1.7047516801202576e-05,6.570076677329267e-06,2.1495804650428183e-05,1.4159767192565113e-05,1.7047516801202576e-05,1.0131631193002301e-05
PG(31:4),0,3.7578133504045073,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.404640121224755e-06,2.173346375751537e-05,1.5591189236912365e-05,1.7375203107511606e-05,6.404640121224755e-06,2.173346375751537e-05,1.5591189236912365e-05,1.7375203107511606e-05,1.0458614984556187e-05
"PG(32:0),PG(O-33:0)",0,3.821688504789932,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.8204366398476136e-06,2.2541917472753274e-05,1.678525272330739e-05,1.6958811915547973e-05,6.8204366398476136e-06,2.2541917472753274e-05,1.678525272330739e-05,1.6958811915547973e-05,1.1510967504986158e-05
"PG(32:1),PG(O-33:1),PG(P-33:0)",0,3.6954690018782728,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.405460714628702e-06,2.150026925395089e-05,1.4158177192045764e-05,1.6220995585011957e-05,6.405460714628702e-06,2.150026925395089e-05,1.4158177192045764e-05,1.6220995585011957e-05,1.0129521602581118e-05
"PG(32:2),PG(O-33:2),PG(P-33:1)",0,3.723551381611815,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.5873075542395796e-06,2.222595427953467e-05,1.4161584422661964e-05,1.6212125290518713e-05,6.5873075542395796e-06,2.222595427953467e-05,1.4161584422661964e-05,1.6212125290518713e-05,1.0670708243361983e-05
"PG(32:3),PG(P-33:2)",0,3.753889132375731,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.40422991255459e-06,2.148172348900666e-05,1.5258432554014962e-05,1.778924612520399e-05,6.40422991255459e-06,2.148172348900666e-05,1.5258432554014962e-05,1.778924612520399e-05,1.0398248688498113e-05
PG(32:4),0,3.7332412923032816,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.406999158533466e-06,2.1484470796239223e-05,1.5053554265520421e-05,1.6862540950443675e-05,6.406999158533466e-06,2.1484470796239223e-05,1.5053554265520421e-05,1.6862540950443675e-05,1.0484254502938753e-05
PG(32:5),0,3.737378903896868,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.449460832396446e-06,2.1493743842475478e-05,1.4465494733095287e-05,1.7914476695442443e-05,6.449460832396446e-06,2.1493743842475478e-05,1.4465494733095287e-05,1.7914476695442443e-05,1.0137473004758582e-05
"PG(33:0),PG(O-34:0)",0,3.7096856180096154,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.404947841305906e-06,2.1841990253880302e-05,1.4157495893221014e-05,1.6686174740265313e-05,6.404947841305906e-06,2.1841990253880302e-05,1.4157495893221014e-05,1.6686174740265313e-05,1.0133091700106448e-05
"PG(33:1),PG(O-34:1),PG(P-34:0)",0,3.697518407175181,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.405665750494598e-06,2.1642452491107006e-05,1.415181744990688e-05,1.6218647709313348e-05,6.405665750494598e-06,2.1642452491107006e-05,1.415181744990688e-05,1.6218647709313348e-05,1.0136174869075979e-05
"PG(33:2),PG(O-34:2),PG(P-34:1)",0,3.7075884973954634,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.404845254903772e-06,2.148653166969758e-05,1.4698538008582987e-05,1.6226735643971622e-05,6.404845254903772e-06,2.148653166969758e-05,1.4698538008582987e-05,1.6226735643971622e-05,1.0135363476240343e-05
"PG(33:3),PG(O-34:3),PG(P-34:2)",0,3.718161938954759,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.406486343898544e-06,2.148824876947076e-05,1.4155224550553825e-05,1.7122394190860302e-05,6.406486343898544e-06,2.148824876947076e-05,1.4155224550553825e-05,1.7122394190860302e-05,1.046754012003936e-05
"PG(33:4),PG(O-34:4),PG(P-34:3)",0,3.703832464435512,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.405665750494598e-06,2.1493400330812922e-05,1.4200197767881135e-05,1.6217604098420393e-05,6.405665750494598e-06,2.1493400330812922e-05,1.4200197767881135e-05,1.6217604098420393e-05,1.0612938404377947e-05
"PG(33:5),PG(P-34:4)",0,3.732377262717388,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.401665800254732e-06,2.1824818404574978e-05,1.4784623316666491e-05,1.7158397771425035e-05,6.401665800254732e-06,2.1824818404574978e-05,1.4784623316666491e-05,1.7158397771425035e-05,1.0136661673825888e-05
"PG(34:0),PG(O-35:0)",0,3.755732107733978,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.402281142603915e-06,2.3373381752975082e-05,1.480438410184641e-05,1.6674173563331106e-05,6.402281142603915e-06,2.3373381752975082e-05,1.480438410184641e-05,1.6674173563331106e-05,1.0776836012048444e-05
"PG(34:3),PG(P-35:2)",0,3.7853174906211806,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.955001281514325e-06,2.3108590923538173e-05,1.4350563009224616e-05,1.8090060247213195e-05,6.955001281514325e-06,2.3108590923538173e-05,1.4350563009224616e-05,1.8090060247213195e-05,1.0129683912099717e-05
PG(34:4),0,4.412586493813552,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,1.0020243910705136e-05,4.006894846984759e-05,2.6860856012161325e-05,2.4823805818842788e-05,1.0020243910705136e-05,4.006894846984759e-05,2.6860856012161325e-05,2.4823805818842788e-05,1.102998472693888e-05
PG(34:5),0,3.7605659809666734,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.99202706938431e-06,2.178257531334436e-05,1.4685136748926535e-05,1.729562961812191e-05,6.99202706938431e-06,2.178257531334436e-05,1.4685136748926535e-05,1.729562961812191e-05,1.0126438402660114e-05
PG(34:6),0,3.7105522321008326,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.402281142603915e-06,2.1492026480679673e-05,1.4155678749770328e-05,1.7007077824580688e-05,6.402281142603915e-06,2.1492026480679673e-05,1.4155678749770328e-05,1.7007077824580688e-05,1.0130657490648063e-05
"PG(35:2),PG(O-36:2),PG(P-36:1)",0,3.732579531745966,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.405255561387058e-06,2.1486875050348825e-05,1.5830138315260957e-05,1.6217865100667847e-05,6.405255561387058e-06,2.1486875050348825e-05,1.5830138315260957e-05,1.6217865100667847e-05,1.013649939525876e-05
"PG(35:3),PG(O-36:3),PG(P-36:2)",0,3.7809610027378406,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.8408469518443415e-06,2.1920637917179923e-05,1.5340202146403094e-05,1.7908476082094285e-05,6.8408469518443415e-06,2.1920637917179923e-05,1.5340202146403094e-05,1.7908476082094285e-05,1.0134389928643468e-05
"PG(35:4),PG(O-36:4),PG(P-36:3)",0,3.7256394361857432,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.401460686138337e-06,2.148962261960401e-05,1.5529407875897075e-05,1.621082077690252e-05,6.401460686138337e-06,2.148962261960401e-05,1.5529407875897075e-05,1.621082077690252e-05,1.0134876733393375e-05
"PG(35:5),PG(O-36:5),PG(P-36:4)",0,3.697174604813087,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.402793996364085e-06,2.148344058877984e-05,1.416158437933888e-05,1.6219430417483066e-05,6.402793996364085e-06,2.148344058877984e-05,1.416158437933888e-05,1.6219430417483066e-05,1.0259665980172985e-05
"PG(35:6),PG(P-36:5)",0,3.7498597700059615,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.40248635453343e-06,2.2366077101772028e-05,1.5717477890734386e-05,1.6202993844491697e-05,6.40248635453343e-06,2.2366077101772028e-05,1.5717477890734386e-05,1.6202993844491697e-05,1.0624297532659197e-05
"PG(36:1),PG(O-37:1),PG(P-37:0)",0,3.6979596980681766,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.403511925115401e-06,2.148687524686579e-05,1.4156133078956083e-05,1.6366054314357552e-05,6.403511925115401e-06,2.148687524686579e-05,1.4156133078956083e-05,1.6366054314357552e-05,1.0128223404995572e-05
"PG(36:3),PG(P-37:2)",0,3.7361018067284624,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.405460714628702e-06,2.2321430083960093e-05,1.4780761930156874e-05,1.697472643428233e-05,6.405460714628702e-06,2.2321430083960093e-05,1.4780761930156874e-05,1.697472643428233e-05,1.0131306635868047e-05
PG(36:4),0,3.7307049384472295,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.403409377838516e-06,2.1480693347052936e-05,1.5320895430470425e-05,1.671774322334553e-05,6.403409377838516e-06,2.1480693347052936e-05,1.5320895430470425e-05,1.671774322334553e-05,1.0131144295397977e-05
PG(36:5),0,3.7202281224437015,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.548948338768103e-06,2.149923898098585e-05,1.448343846147069e-05,1.6213951510057166e-05,6.548948338768103e-06,2.149923898098585e-05,1.448343846147069e-05,1.6213951510057166e-05,1.080409825419934e-05
PG(36:6),0,3.713977327909977,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.402691429524576e-06,2.1493743907981133e-05,1.4994725632643244e-05,1.621499512095012e-05,6.402691429524576e-06,2.1493743907981133e-05,1.4994725632643244e-05,1.621499512095012e-05,1.013536344528887e-05
"PG(36:7),PG(35:0),PG(O-36:0)",0,3.7035065385108425,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.44658901957806e-06,2.1907243517060885e-05,1.4159994508788785e-05,1.6210559973703497e-05,6.44658901957806e-06,2.1907243517060885e-05,1.4159994508788785e-05,1.6210559973703497e-05,1.0134714392923305e-05
"PG(36:8),PG(35:1),PG(O-36:1),PG(P-36:0)",0,3.7315409292033896,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.646384684413191e-06,2.230288458103849e-05,1.415885862083977e-05,1.6849496162616513e-05,6.646384684413191e-06,2.230288458103849e-05,1.415885862083977e-05,1.6849496162616513e-05,1.013438986674052e-05
"PG(37:3),PG(O-38:3),PG(P-38:2)",0,3.743078838063337,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.400742757387022e-06,2.1481379977344108e-05,1.5067182538138957e-05,1.765801519042791e-05,6.400742757387022e-06,2.1481379977344108e-05,1.5067182538138957e-05,1.765801519042791e-05,1.0135363476240343e-05
"PG(37:4),PG(O-38:4),PG(P-38:3)",0,3.715898242343483,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.4007426986991495e-06,2.149683492339322e-05,1.5076722367962708e-05,1.6224387469700374e-05,6.4007426986991495e-06,2.149683492339322e-05,1.5076722367962708e-05,1.6224387469700374e-05,1.013292926678196e-05
"PG(37:5),PG(O-38:5),PG(P-38:4)",0,3.724928614825333,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.4031016773199885e-06,2.2299449988458192e-05,1.4159767235888197e-05,1.712630763218466e-05,6.4031016773199885e-06,2.2299449988458192e-05,1.4159767235888197e-05,1.712630763218466e-05,1.0133578412001942e-05
"PG(37:6),PG(O-38:6),PG(P-38:5)",0,3.7186356698793417,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.40115298561981e-06,2.147760213512388e-05,1.5215730549385586e-05,1.6217603998896184e-05,6.40115298561981e-06,2.147760213512388e-05,1.5215730549385586e-05,1.6217603998896184e-05,1.0135525878613358e-05
"PG(37:7),PG(P-38:6),PG(36:0),PG(O-37:0)",0,3.734648785215713,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.687615575764684e-06,2.147760233164085e-05,1.4805065617286584e-05,1.6790794393464807e-05,6.687615575764684e-06,2.147760233164085e-05,1.4805065617286584e-05,1.6790794393464807e-05,1.0136337085740162e-05
"PG(38:2),PG(P-39:1)",0,3.711257837232919,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.4055632619055855e-06,2.18488589805013e-05,1.4157268750289675e-05,1.621890866179869e-05,6.4055632619055855e-06,2.18488589805013e-05,1.4157268750289675e-05,1.621890866179869e-05,1.0811562820675421e-05
PG(38:3),0,3.6954482653525127,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.40638379662166e-06,2.1493400461824237e-05,1.415931299334861e-05,1.6220473879089696e-05,6.40638379662166e-06,2.1493400461824237e-05,1.415931299334861e-05,1.6220473879089696e-05,1.0130819831118137e-05
PG(38:4),0,3.695329918862396,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.405768356459357e-06,2.1496147900068104e-05,1.4154997320976321e-05,1.6216560437765337e-05,6.405768356459357e-06,2.1496147900068104e-05,1.4154997320976321e-05,1.6216560437765337e-05,1.013374072152054e-05
PG(38:5),0,3.701859616628095,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,SampleType_Glia|SleepCondition_Goingtosleep|Sex_male,PG,6.404947841305906e-06,2.1476228350496287e-05,1.4158177192045764e-05,1.6223082806797864e-05,6.404947841305906e-06,2.1476228350496287e-05,1.4158177192045764e-05,1.6223082806797864e-05,1.0558900848631954e-05
