lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,GDM-P,GDM-Q,GDM-R,GDM-S,G2M-P,G2M-Q,G2M-R,G2M-S,Blank1
[TG(39:1)]_FA16:1,0.058073753860862,3.48710081482598,0.0334335613640917,0.854916919570344,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.441698887604952e-06,1.842382838945227e-05,1.4906724833115984e-05,1.2942987989474242e-05,1.5671433347756797e-05,7.288913933107576e-06,1.1607476317022943e-05,1.2090225232003852e-05,8.510018458707876e-06
[TG(39:1)]_FA18:0,-0.0389101608349774,3.3329240174088994,0.0149940718361403,0.9025424179210702,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.018867735514663e-06,1.4200866153091714e-05,1.1161976826359341e-05,1.3730383134017626e-05,1.2328153434610186e-05,7.2030854936445085e-06,1.1826996150936515e-05,1.1547626856792324e-05,7.798118603291585e-06
[TG(39:1)]_FA18:1,0.0136500567940967,3.699258081742612,0.0018494255954593,0.9656975891725031,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.685536831951195e-06,2.3470207330239007e-05,1.557613370083494e-05,1.2979882153404658e-05,1.439668292570414e-05,9.888229301565338e-06,1.402197092685122e-05,1.5479308844924294e-05,1.0176743582313653e-05
[TG(40:0)]_FA14:0,0.4625887038236869,4.427759866982833,2.1185144312711657,0.145527641905244,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,8.154540482554061e-06,3.273147268154598e-05,2.9170085245209387e-05,1.9177644196347974e-05,1.3584323526119732e-05,1.0947298561243288e-05,2.1801387910692564e-05,1.199983105132361e-05,4.812325948052682e-05
[TG(40:0)]_FA16:0,0.0590426427705694,3.829864828387636,0.0346169686097681,0.8524005649926973,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,6.708190356541419e-06,2.976801119103911e-05,1.2865649664123153e-05,1.6091854695603387e-05,1.7308382279368606e-05,1.1415466733913772e-05,1.4546267611284725e-05,1.2746049124286187e-05,1.3273272414221008e-05
[TG(40:0)]_FA18:0,0.0889558821940406,3.389699901717833,0.0783865007171815,0.7794960000678196,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.457398301176761e-06,1.5228566320554727e-05,1.269295930518906e-05,1.4381864741175381e-05,1.170347866464374e-05,6.920996913321365e-06,1.2345027260561309e-05,1.171676652544588e-05,8.28948686916882e-06
[TG(40:1)]_FA14:0,-0.060007486463266,3.3809168559171114,0.0356532118437913,0.8502334406180254,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.0178140780670885e-06,1.4285211670730749e-05,1.1177697349851851e-05,1.2357440120082181e-05,1.2058386134570716e-05,6.748774430387087e-06,1.2129758926458843e-05,1.1635225365442555e-05,1.1627318544838394e-05
[TG(40:1)]_FA16:0,-0.0221979025298865,3.832330102484313,0.0048948229812229,0.9442230999954044,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,1.0199049925841668e-05,2.0875234224522806e-05,1.1661980411016293e-05,1.7467892093334405e-05,1.5357684790194797e-05,1.3086929844122157e-05,1.3939846740330248e-05,1.7217766573492876e-05,9.522938092064178e-06
[TG(40:1)]_FA16:1,0.120261579209568,3.467043333677724,0.1433223271260466,0.7050002561911888,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,7.219107001951281e-06,1.650661132718159e-05,1.2093705883200366e-05,1.355567080537989e-05,1.2399887521073848e-05,7.71763198135578e-06,1.1995719885777796e-05,1.2261228741259285e-05,8.572007447582807e-06
[TG(40:1)]_FA18:0,0.1863629595466738,3.417096790584556,0.3439438136905116,0.5575615758453191,0.9999966898730842,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Wakingup|Sex_male,TAG,5.0210803980674115e-06,1.6485973504928297e-05,1.3384423806683216e-05,1.688639083059845e-05,1.2331446267823252e-05,6.731948061748183e-06,1.117514969189479e-05,1.2290816322086062e-05,7.794223979583473e-06
