lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N2M-P_x,N2M-Q_x,N2M-R_x,N2M-S_x,N2M-P_y,N2M-Q_y,N2M-R_y,N2M-S_y,Blank1
"PG(38:9),PG(37:2),PG(O-38:2),PG(P-38:1)",0,4.036213194382491,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.3562592514127022e-05,1.3408126351839062e-05,1.718381601041142e-05,1.6780325004797958e-05,2.3562592514127022e-05,1.3408126351839062e-05,1.718381601041142e-05,1.6780325004797958e-05,1.0217312233648383e-05
"PG(39:1),PG(O-40:1),PG(P-40:0)",0,4.077160012645092,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.5166040489032353e-05,1.3784343454828841e-05,1.775427678464897e-05,1.6608096472307733e-05,2.5166040489032353e-05,1.3784343454828841e-05,1.775427678464897e-05,1.6608096472307733e-05,1.0471921486594437e-05
"PG(39:4),PG(O-40:4),PG(P-40:3)",0,4.079579648301977,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.536599869506033e-05,1.3772124358060362e-05,1.775675699952068e-05,1.6606036889550757e-05,2.536599869506033e-05,1.3772124358060362e-05,1.775675699952068e-05,1.6606036889550757e-05,1.0477438895973821e-05
"PG(39:5),PG(O-40:5),PG(P-40:4)",0,4.06640691556413,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4356378676722946e-05,1.3778769983814656e-05,1.7752072108324627e-05,1.6611958091770753e-05,2.4356378676722946e-05,1.3778769983814656e-05,1.7752072108324627e-05,1.6611958091770753e-05,1.0469487493796357e-05
"PG(39:6),PG(O-40:6),PG(P-40:5)",0,4.104326704534227,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.504432645359727e-05,1.393654531020033e-05,1.882299467100641e-05,1.693530502273006e-05,2.504432645359727e-05,1.393654531020033e-05,1.882299467100641e-05,1.693530502273006e-05,1.0476952060272439e-05
"PG(39:7),PG(P-40:6),PG(38:0),PG(O-39:0)",0,4.030054144223235,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.3565616457705282e-05,1.333331144150376e-05,1.777659898131252e-05,1.6070042752836594e-05,2.3565616457705282e-05,1.333331144150376e-05,1.777659898131252e-05,1.6070042752836594e-05,1.0130495273983881e-05
"PG(39:8),PG(38:1),PG(O-39:1),PG(P-39:0)",0,4.080844581740823,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.624899101297366e-05,1.4371499663610558e-05,1.727613703517739e-05,1.6071844740439476e-05,2.624899101297366e-05,1.4371499663610558e-05,1.727613703517739e-05,1.6071844740439476e-05,1.0136012621460323e-05
"PG(40:1),PG(P-41:0)",0,4.066307030972924,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.434806263361735e-05,1.3780484973457672e-05,1.7749315986960138e-05,1.6612215539615378e-05,2.434806263361735e-05,1.3780484973457672e-05,1.7749315986960138e-05,1.6612215539615378e-05,1.0470461010441762e-05
"PG(40:10),PG(39:3),PG(O-40:3),PG(P-40:2)",0,4.097014467734924,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.553647368551391e-05,1.4446100036690066e-05,1.775703248550442e-05,1.6608611367996976e-05,2.553647368551391e-05,1.4446100036690066e-05,1.775703248550442e-05,1.6608611367996976e-05,1.046575508675243e-05
PG(40:2),0,4.119702172986813,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.6531730134071693e-05,1.4350705945727813e-05,1.8078364414582056e-05,1.6948177169445382e-05,2.6531730134071693e-05,1.4350705945727813e-05,1.8078364414582056e-05,1.6948177169445382e-05,1.0471597084217542e-05
PG(40:3),0,4.083847855974954,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.435259865712949e-05,1.3783057294371785e-05,1.775427662695808e-05,1.7195321600729104e-05,2.435259865712949e-05,1.3783057294371785e-05,1.775427662695808e-05,1.7195321600729104e-05,1.0875823616635718e-05
PG(40:4),0,4.066458209600077,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4332943132015556e-05,1.378541536424333e-05,1.7761166404733e-05,1.6611185650030577e-05,2.4332943132015556e-05,1.378541536424333e-05,1.7761166404733e-05,1.6611185650030577e-05,1.047321965322851e-05
PG(40:5),0,4.073856756155733,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4341258814638642e-05,1.4108040390179732e-05,1.775179641208637e-05,1.661118560092742e-05,2.4341258814638642e-05,1.4108040390179732e-05,1.775179641208637e-05,1.661118560092742e-05,1.0474518005571417e-05
PG(40:6),0,4.06628969603076,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4350330573276918e-05,1.3781342345616371e-05,1.7749591735762026e-05,1.6609383662427687e-05,2.4350330573276918e-05,1.3781342345616371e-05,1.7749591735762026e-05,1.6609383662427687e-05,1.0469325246180702e-05
"PG(40:7),PG(39:0),PG(O-40:0)",0,4.095201280052328,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.5665747399653386e-05,1.4201290784975814e-05,1.775868608473403e-05,1.660783902446311e-05,2.5665747399653386e-05,1.4201290784975814e-05,1.775868608473403e-05,1.660783902446311e-05,1.0603039597492011e-05
"PG(40:9),PG(39:2),PG(O-40:2),PG(P-40:1)",0,4.068840364300264,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.452949982508494e-05,1.3783914748305689e-05,1.7751520873539003e-05,1.661041340470302e-05,2.452949982508494e-05,1.3783914748305689e-05,1.7751520873539003e-05,1.661041340470302e-05,1.0474517974619946e-05
"PG(41:5),PG(P-42:4)",0,4.066317351738772,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.435826854232667e-05,1.37783412364039e-05,1.7754001035847084e-05,1.6603462411104538e-05,2.435826854232667e-05,1.37783412364039e-05,1.7754001035847084e-05,1.6603462411104538e-05,1.0471110217564688e-05
"PG(41:6),PG(O-42:6)",0,4.066408450376516,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4348440635576696e-05,1.3778769861151844e-05,1.7747111573453945e-05,1.6616077159078394e-05,2.4348440635576696e-05,1.3778769861151844e-05,1.7747111573453945e-05,1.6616077159078394e-05,1.047711440074251e-05
"PG(41:7),PG(P-42:6),PG(40:0),PG(O-41:0)",0,4.101233745822502,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4343904900450562e-05,1.4453388497347269e-05,1.7742150986019633e-05,1.7648161900447107e-05,2.4343904900450562e-05,1.4453388497347269e-05,1.7742150986019633e-05,1.7648161900447107e-05,1.0468351481923523e-05
PG(42:0),0,4.099824317760377,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.582828449315372e-05,1.3780699142725032e-05,1.8552921532174305e-05,1.6603977405000092e-05,2.582828449315372e-05,1.3780699142725032e-05,1.8552921532174305e-05,1.6603977405000092e-05,1.0473382024650054e-05
PG(42:1),0,4.074650666404602,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4341637032887493e-05,1.3776840743129068e-05,1.7753725444736086e-05,1.704652013465531e-05,2.4341637032887493e-05,1.3776840743129068e-05,1.7753725444736086e-05,1.704652013465531e-05,1.04748425317542e-05
"PG(42:10),PG(41:3),PG(P-42:2)",0,4.085473745376525,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.510518332712181e-05,1.377941302315558e-05,1.775344990618872e-05,1.661401767452773e-05,2.510518332712181e-05,1.377941302315558e-05,1.775344990618872e-05,1.661401767452773e-05,1.1077044490007231e-05
"PG(42:11),PG(41:4),PG(O-42:4)",0,4.093373015441649,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.433294277153305e-05,1.4534419877150076e-05,1.8300210265389587e-05,1.661298763763346e-05,2.433294277153305e-05,1.4534419877150076e-05,1.8300210265389587e-05,1.661298763763346e-05,1.0478250226906514e-05
PG(42:2),0,4.066463147439141,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4350330501180418e-05,1.3784986494169765e-05,1.7747387006874052e-05,1.661401767452773e-05,2.4350330501180418e-05,1.3784986494169765e-05,1.7747387006874052e-05,1.661401767452773e-05,1.0471921486594437e-05
PG(42:3),0,4.145302628152344,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.435297644279933e-05,1.3777697992624958e-05,1.8847797292796187e-05,1.9784158006048884e-05,2.435297644279933e-05,1.3777697992624958e-05,1.8847797292796187e-05,1.9784158006048884e-05,1.0474680253187072e-05
PG(42:4),0,4.076557689953442,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4345416619901933e-05,1.4057878006199166e-05,1.7758961518154134e-05,1.6804267163316247e-05,2.4345416619901933e-05,1.4057878006199166e-05,1.7758961518154134e-05,1.6804267163316247e-05,1.047208388896745e-05
PG(42:5),0,4.072772836548666,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.434919685578489e-05,1.3782842879778803e-05,1.7752898723966726e-05,1.6603462411104538e-05,2.434919685578489e-05,1.3782842879778803e-05,1.7752898723966726e-05,1.6603462411104538e-05,1.0898217625578682e-05
PG(42:6),0,4.0748918945231365,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4335967075593816e-05,1.3780913475542805e-05,1.823462089506311e-05,1.6612987784942928e-05,2.4335967075593816e-05,1.3780913475542805e-05,1.823462089506311e-05,1.6612987784942928e-05,1.0468676131912193e-05
"PG(42:7),PG(41:0),PG(O-42:0)",0,4.090839808406091,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4343904612064554e-05,1.3775982962094337e-05,1.8275131894797923e-05,1.7128386634222044e-05,2.4343904612064554e-05,1.3775982962094337e-05,1.8275131894797923e-05,1.7128386634222044e-05,1.0826654386952072e-05
"PG(42:8),PG(41:1),PG(O-42:1),PG(P-42:0)",0,4.0990466584965,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4339746878897764e-05,1.3774268136001736e-05,1.959738797896396e-05,1.660758147841218e-05,2.4339746878897764e-05,1.3774268136001736e-05,1.959738797896396e-05,1.660758147841218e-05,1.0473868860351436e-05
"PG(42:9),PG(41:2),PG(O-42:2),PG(P-42:1)",0,4.082902286865002,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4342770894572524e-05,1.3781770970364314e-05,1.774848942388167e-05,1.7481597073229106e-05,2.4342770894572524e-05,1.3781770970364314e-05,1.774848942388167e-05,1.7481597073229106e-05,1.0467215562905101e-05
PG(43:2),0,4.073747842242157,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4331431340467682e-05,1.377662608321047e-05,1.7744355714907608e-05,1.7017686565295508e-05,2.4331431340467682e-05,1.377662608321047e-05,1.7744355714907608e-05,1.7017686565295508e-05,1.0472083827064507e-05
PG(43:4),0,4.071209002685574,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.435297658699233e-05,1.3786701524700386e-05,1.774628453730281e-05,1.660191787134627e-05,2.435297658699233e-05,1.3786701524700386e-05,1.774628453730281e-05,1.660191787134627e-05,1.0795822232984679e-05
PG(43:6),0,4.075792705978762,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4345416764094936e-05,1.3782843002441615e-05,1.8285879685308645e-05,1.6602175417397206e-05,2.4345416764094936e-05,1.3782843002441615e-05,1.8285879685308645e-05,1.6602175417397206e-05,1.0469974236643325e-05
PG(44:0),0,4.06522624509713,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4323115153169085e-05,1.3769123330623097e-05,1.775344995875235e-05,1.658801583504615e-05,2.4323115153169085e-05,1.3769123330623097e-05,1.775344995875235e-05,1.658801583504615e-05,1.04641323629841e-05
PG(44:1),0,4.075018645179057,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4342014746460832e-05,1.4106754025284656e-05,1.78151811060885e-05,1.6615562165182836e-05,2.4342014746460832e-05,1.4106754025284656e-05,1.78151811060885e-05,1.6615562165182836e-05,1.0471759269930252e-05
PG(44:10),0,4.077876831397839,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4350330645373422e-05,1.428853887957175e-05,1.775096963875338e-05,1.6606036889550757e-05,2.4350330645373422e-05,1.428853887957175e-05,1.775096963875338e-05,1.6606036889550757e-05,1.046591739627103e-05
PG(44:12),0,4.08462926640932,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4354110592870373e-05,1.3779412982267976e-05,1.8775042868965575e-05,1.660732412877387e-05,2.4354110592870373e-05,1.3779412982267976e-05,1.8775042868965575e-05,1.660732412877387e-05,1.0466404170069467e-05
PG(44:2),0,4.07587552748559,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.5090441611189862e-05,1.3778126780923317e-05,1.775344995875235e-05,1.6600115736433916e-05,2.5090441611189862e-05,1.3778126780923317e-05,1.775344995875235e-05,1.6600115736433916e-05,1.0472895281803088e-05
PG(44:3),0,4.06629187997676,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.435789046827082e-05,1.3781127971910994e-05,1.7745457921660708e-05,1.660603674224129e-05,2.435789046827082e-05,1.3781127971910994e-05,1.7745457921660708e-05,1.660603674224129e-05,1.0472408322295818e-05
PG(44:4),0,4.066145697220358,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4348062777810353e-05,1.3779412859605166e-05,1.7751520768411745e-05,1.6604492202483024e-05,2.4348062777810353e-05,1.3779412859605166e-05,1.7751520768411745e-05,1.6604492202483024e-05,1.0468675946203362e-05
PG(44:5),0,4.066164419390788,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4346172695917127e-05,1.3780913516430409e-05,1.774077308302828e-05,1.6608868766738444e-05,2.4346172695917127e-05,1.3780913516430409e-05,1.774077308302828e-05,1.6608868766738444e-05,1.0476465193619585e-05
PG(44:6),0,4.066313722396495,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4345416764094936e-05,1.3783486041782539e-05,1.7755930121060435e-05,1.659882854631396e-05,2.4345416764094936e-05,1.3783486041782539e-05,1.7755930121060435e-05,1.659882854631396e-05,1.0477763484059548e-05
"PG(44:7),PG(43:0)",0,4.066339782132918,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4343148536049367e-05,1.3772981934657076e-05,1.7757859311401037e-05,1.661504731859675e-05,2.4343148536049367e-05,1.3772981934657076e-05,1.7757859311401037e-05,1.661504731859675e-05,1.0474517912717002e-05
"PG(44:8),PG(43:1)",0,4.082701285674093,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.5253356706649533e-05,1.3984135127941165e-05,1.7741875342345007e-05,1.660732407967071e-05,2.5253356706649533e-05,1.3984135127941165e-05,1.7741875342345007e-05,1.660732407967071e-05,1.0476140698388274e-05
"PG(O-35:1),PG(P-35:0)",0,4.094492783073751,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.4470532600874622e-05,1.4202362694390303e-05,1.743652732975977e-05,1.7977430230039034e-05,2.4470532600874622e-05,1.4202362694390303e-05,1.743652732975977e-05,1.7977430230039034e-05,1.0232566171346576e-05
"PG(O-35:2),PG(P-35:1)",0,4.056560599875658,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.5019378973149007e-05,1.332688039389286e-05,1.817040974310977e-05,1.6068498114872018e-05,2.5019378973149007e-05,1.332688039389286e-05,1.817040974310977e-05,1.6068498114872018e-05,1.0130657428745122e-05
"PG(O-37:2),PG(P-37:1)",0,4.061700785774216,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PG,2.3585271982819217e-05,1.3687020123181007e-05,1.8665911417192363e-05,1.6415529952917614e-05,2.3585271982819217e-05,1.3687020123181007e-05,1.8665911417192363e-05,1.6415529952917614e-05,1.0131631131099358e-05
PI(24:0),0,4.025776120930688,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.3926222180015875e-05,1.3368468034096356e-05,1.713117915948364e-05,1.6015722583406546e-05,2.3926222180015875e-05,1.3368468034096356e-05,1.713117915948364e-05,1.6015722583406546e-05,1.0326685511774447e-05
PI(25:0),0,4.050683228523435,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.3513453412956178e-05,1.3372969759246467e-05,1.8170960820204503e-05,1.6737074798067722e-05,2.3513453412956178e-05,1.3372969759246467e-05,1.8170960820204503e-05,1.6737074798067722e-05,1.013163116205083e-05
PI(26:0),0,4.016692747394695,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.3508917461540536e-05,1.3360322037730042e-05,1.7125116365296237e-05,1.601623733178632e-05,2.3508917461540536e-05,1.3360322037730042e-05,1.7125116365296237e-05,1.601623733178632e-05,1.0128385590708282e-05
PI(26:1),0,4.099017898344247,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.7484651516726846e-05,1.3367824912980225e-05,1.7123187437773776e-05,1.7240373893268533e-05,2.7484651516726846e-05,1.3367824912980225e-05,1.7123187437773776e-05,1.7240373893268533e-05,1.0503240661972043e-05
"PI(27:0),PI(O-28:0)",0,4.097495335974282,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.488670309718242e-05,1.3369111114324884e-05,1.7614554929809642e-05,1.8762628282587585e-05,2.488670309718242e-05,1.3369111114324884e-05,1.7614554929809642e-05,1.8762628282587585e-05,1.0131468883483703e-05
"PI(27:1),PI(P-28:0)",0,4.016990744193354,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.3514587563027216e-05,1.3365466924883887e-05,1.7127045555636842e-05,1.601752452190628e-05,2.3514587563027216e-05,1.3365466924883887e-05,1.7127045555636842e-05,1.601752452190628e-05,1.0130657459696593e-05
"PI(28:0),PI(O-29:0)",0,4.028824618560542,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.4354866452596056e-05,1.336996856825879e-05,1.7132006143071154e-05,1.6026020153469336e-05,2.4354866452596056e-05,1.336996856825879e-05,1.7132006143071154e-05,1.6026020153469336e-05,1.0134552114356175e-05
"PI(28:1),PI(P-29:0)",0,4.056292757429893,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.352025737612789e-05,1.3857871918493862e-05,1.8150843142174412e-05,1.6461611840422914e-05,2.352025737612789e-05,1.3857871918493862e-05,1.8150843142174412e-05,1.6461611840422914e-05,1.0128061126428443e-05
PI(28:2),0,4.03688941167029,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.4972507883734232e-05,1.3372969759246467e-05,1.7128423353500937e-05,1.601211826447868e-05,2.4972507883734232e-05,1.3372969759246467e-05,1.7128423353500937e-05,1.601211826447868e-05,1.0135201228624687e-05
"PI(29:0),PI(O-30:0)",0,4.079966218020725,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.37364693059252e-05,1.3366538629860358e-05,1.723672818963205e-05,1.6923977612185622e-05,2.37364693059252e-05,1.3366538629860358e-05,1.723672818963205e-05,1.6923977612185622e-05,1.2741497806527642e-05
"PI(29:1),PI(O-30:1),PI(P-30:0)",0,4.076317792644357,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.6221397590906475e-05,1.4050375171836587e-05,1.7136139957172476e-05,1.6014435245977124e-05,2.6221397590906475e-05,1.4050375171836587e-05,1.7136139957172476e-05,1.6014435245977124e-05,1.0586487678868574e-05
"PI(29:2),PI(P-30:1)",0,4.022968851384505,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.3962131428899148e-05,1.3367181750976492e-05,1.712208502076616e-05,1.6014692693821745e-05,2.3962131428899148e-05,1.3367181750976492e-05,1.712208502076616e-05,1.6014692693821745e-05,1.0130657521599536e-05
"PI(30:0),PI(O-31:0)",0,4.025811477411414,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.3519501372209198e-05,1.3367610498387243e-05,1.7595539563659906e-05,1.6018039270286053e-05,2.3519501372209198e-05,1.3367610498387243e-05,1.7595539563659906e-05,1.6018039270286053e-05,1.0127898847861316e-05
"PI(30:1),PI(O-31:1),PI(P-31:0)",0,4.047379312827913,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.4715472174906653e-05,1.3363108814124737e-05,1.7901438863594395e-05,1.6016494779630946e-05,2.4715472174906653e-05,1.3363108814124737e-05,1.7901438863594395e-05,1.6016494779630946e-05,1.012676295979437e-05
"PI(30:2),PI(P-31:1)",0,4.042290228490759,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.4703754258359956e-05,1.3364395015469397e-05,1.7119329162219823e-05,1.64909602563688e-05,2.4703754258359956e-05,1.3364395015469397e-05,1.7119329162219823e-05,1.64909602563688e-05,1.0132117935849267e-05
PI(30:3),0,4.051952788812709,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.4513623670695943e-05,1.3748543863782924e-05,1.7813802940278997e-05,1.600542471872482e-05,2.4513623670695943e-05,1.3748543863782924e-05,1.7813802940278997e-05,1.600542471872482e-05,1.0131144264446504e-05
PI(30:4),0,4.016888022702588,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.3531975076385085e-05,1.3364609307399568e-05,1.7118226745212207e-05,1.601134597004797e-05,2.3531975076385085e-05,1.3364609307399568e-05,1.7118226745212207e-05,1.601134597004797e-05,1.0128710240696956e-05
"PI(31:0),PI(O-32:0)",0,4.057812990254035,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.4582418513270226e-05,1.3364180559988811e-05,1.7957933674694346e-05,1.6589817920855346e-05,2.4582418513270226e-05,1.3364180559988811e-05,1.7957933674694346e-05,1.6589817920855346e-05,1.0124491152709002e-05
"PI(31:1),PI(O-32:1),PI(P-32:0)",0,4.036131631077312,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,PI,2.3518745440387004e-05,1.3362680107601587e-05,1.712484103700339e-05,1.6984218983835665e-05,2.3518745440387004e-05,1.3362680107601587e-05,1.712484103700339e-05,1.6984218983835665e-05,1.0130333026368226e-05
