lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N4F-J,N4F-L,N4F-M,N4F-N,N4M-P,N4M-Q,N4M-R,N4M-S,N2F-J,N2F-L,N2F-M,N2F-N,N2M-P,N2M-Q,N2M-R,N2M-S,Blank1
FA(6:2),0.6783240890840596,11.728032271709004,10.394673581431562,0.0012637933897091,0.1510467136515381,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,FA,0.0006442122474986703,0.0014009045507145568,0.002200106090762839,0.0010428583150649234,0.007410046194822802,0.005435670768899455,0.017409307021831966,0.008556660465530778,0.0012085724041267225,0.0011247228213158243,0.0013678092412358382,0.0013388784572775769,0.006498499724631321,0.003687824046456252,0.003649231495285587,0.003702902538211449,0.0008194495943958896
CAR(22:4)_QUAL,0.6680770667141961,8.860570555946529,10.08286713344637,0.0014965428785725,0.1724765667554831,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,CAR,5.127827034250557e-05,9.640239101225407e-05,7.820607680532287e-05,7.006897093921182e-05,0.0009928753439724192,0.00044574334041753516,0.003382474087370136,0.0014881487317634878,6.520492068522184e-05,8.770592259142798e-05,6.75153143337061e-05,6.331300402247853e-05,0.0018822877180555827,0.0004254179115273882,0.00041246312141710305,0.0004453980388687364,3.798432627817881e-05
"DG(36:4),DG(O-37:4)_C18:1",0.6658203012945761,6.57814592201169,10.002246177521698,0.001563494103663,0.1739791542248464,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,DAG,4.693423151563083e-05,6.120571134326902e-05,8.258726742986967e-05,0.00036030402023149875,7.807951799806341e-05,7.513649679248594e-05,9.387317311929776e-05,8.577473102013678e-05,8.77087233773949e-05,9.760069077336402e-05,7.403401492220543e-05,9.16271106670409e-05,0.00011508536373272889,4.76372523492307e-05,5.6635161037605345e-05,6.270668513928856e-05,4.3570314586222304e-05
FA(46:0),0.6604394575640218,7.223568940165707,9.848213260213925,0.0016999679082568,0.1769611754820969,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,FA,9.733033905589677e-05,0.00032999810541723697,0.00039951085302619254,0.0001856795025022788,7.778068830709894e-05,7.153365669566082e-05,0.00016849345244614907,7.310041953047331e-05,0.00020056270540474178,0.00015826261356869132,0.00025150017926595683,0.00012570557803254229,0.00010567143942233012,4.891231725997593e-05,3.238920874482626e-05,3.602977640797472e-05,0.00010460302604275629
"PC(30:1),PC(O-31:1),PC(P-31:0)",0.6615571045420886,5.935538792922706,9.867187337035034,0.0016825252568002,0.1769611754820969,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,PC,7.328744831260052e-05,0.00013387497292876457,7.480650767719307e-05,9.160253479551749e-05,5.510109530138713e-05,5.854140888406797e-05,7.7443937182226e-05,2.8720330943062796e-05,5.9107923162701104e-05,0.00011425076179414576,7.539268747511125e-05,7.126948036038421e-05,2.9929134240926708e-05,2.3587000803562796e-05,2.2194499369786304e-05,1.6077508445711696e-05,1.2946613055995488e-05
"DG(35:4),DG(O-36:4),DG(dO-37:4)_C18:1",0.6475346560089114,6.739927575449902,9.46687044335124,0.0020921599583822,0.2109812558031054,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,DAG,0.00012933875941596186,0.00019816420966743638,0.00018730452907367645,5.2890788758725825e-05,0.00011699672911437551,7.925623971958097e-05,0.0002763774907780974,0.00010654261542358016,7.481010024648467e-05,8.649252633348546e-05,0.00011422638478158097,4.5048943734880045e-05,0.00014574289073453932,0.00013003676595750783,4.14545714506166e-05,7.391313349721325e-05,2.097646043900644e-05
"PC(O-38:8),PC(36:1),PC(O-37:1),PC(P-37:0)",0.631374918673091,7.72928665421608,9.01041364507006,0.0026844565777538,0.2625073144367175,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,PC,0.00028098804513318915,0.0004716996353650605,0.0002665445873627824,0.0002911076695832512,0.0001922842822221058,0.00020576742106606004,0.00023358138981534904,0.0001007342897762227,0.00021642817819079676,0.00032237306752569997,0.00030119401788664574,0.0002276542403975915,0.00017027881226714306,0.00011249260835691224,4.76147192098348e-05,6.0414422513078914e-05,2.5724947416328647e-05
FA(21:2),0.6290313052024046,10.96981572563345,8.949802719771924,0.0027749955205867,0.2633797219098117,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,FA,0.0011636301176689023,0.0022218463595636536,0.002604964078016577,0.0015206696784404157,0.001121288341892776,0.0009950758344873145,0.01063801371828241,0.0012219527021646204,0.0022620436792984014,0.002575530617256331,0.002252002419071574,0.0010389088355000117,0.001819566500512216,0.0011538197740774269,0.000510551479366406,0.0007421091701112576,0.002571118194481819
FA(16:5),-0.6235534635335499,9.982218017304794,8.795028068350803,0.0030205259742061,0.2709896311952244,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,FA,0.0009191809652388902,0.0010222909948105587,0.0012980942328655765,0.0015137847236946032,2.159008673289762e-05,1.3013224738274086e-05,2.3162778072255388e-05,1.6587490273567796e-05,0.0027325081865014903,0.001812224347045518,0.0011645816687750634,0.0034708421591452517,1.978832896119208e-05,1.1198626821381308e-05,1.4392141815697556e-05,1.3341157813541228e-05,0.0014937258663745131
PC(38:3),0.6242595571829386,5.87465773269497,8.793458547873527,0.0030231257276194,0.2709896311952244,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,PC,8.773897994341726e-05,0.00011222720253260398,6.98273080925476e-05,8.617880911929652e-05,4.61337446308561e-05,6.167528960131128e-05,6.373448556700114e-05,2.7544264762803542e-05,4.301873840198401e-05,9.731974086924643e-05,6.406760167664509e-05,6.857854663094452e-05,5.2660896256248966e-05,3.8274908246777774e-05,2.0237020282334646e-05,1.8222514783946843e-05,9.643346065143126e-06
FA(14:0),-0.6134178926709539,13.067542039901603,8.514844907865154,0.0035226094453842,0.3072286670339141,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,FA,0.006059654777506638,0.006198518338173313,0.013275060372604841,0.01894467693097924,2.159959342489611e-05,1.3013224785902806e-05,2.3156563310026205e-05,1.6584930132607836e-05,0.017004335725946656,0.012973641081866712,0.014199597729607705,0.01775558313135415,0.005948024844575231,0.005493500962943731,0.00038514220019815845,0.010017679771813493,0.006300746408330687
FA(18:4),0.604984407338978,11.20376388006621,8.28359725764722,0.0040004796776806,0.3397249452598821,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,FA,0.0016105844721516808,0.0034708325997773837,0.0039468542247501764,0.0018105364487314651,0.005175148363629424,0.001533535124749675,0.006258526160442283,0.0016482425301641555,0.0019228650271965726,0.002582875348835658,0.0027105315164492917,0.0029278504388537963,0.0016895897428140121,0.001288852596966084,0.0012736527441596839,0.001020675541858596,0.0013693293351511194
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",0.5844130599159568,5.30671907435407,7.703586793233406,0.0055111203555882,0.4560098817303403,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.0350243705119664e-05,1.6451189713128127e-05,1.8327801167432352e-05,1.268241994879033e-05,2.1677297117835332e-05,1.5019408679860059e-05,2.3873908264420126e-05,1.702079463460962e-05,1.9245650183999803e-05,1.8118506639887214e-05,1.346079992389228e-05,1.4715431250020009e-05,2.1200889984032197e-05,1.1880962747419895e-05,1.5163503726561402e-05,1.3511069413636165e-05,9.685050759302162e-06
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",0.5844130599159568,5.30671907435407,7.703586793233406,0.0055111203555882,0.4560098817303403,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,DAG,2.2556511067249568e-05,4.082000811352507e-05,3.4375443806079596e-05,2.0161253421895762e-05,5.8743668563100257e-05,3.309828439353202e-05,0.00022027544087930878,4.550783241987318e-05,3.5041139928873215e-05,3.793457944378297e-05,2.880573741463614e-05,2.59848419843198e-05,5.8828236718193895e-05,2.688377854004217e-05,3.166304283002052e-05,2.818423202950161e-05,1.6576701993155217e-05
FA(14:4),-0.5531904930569225,10.853152689383323,6.934004978932308,0.0084572098639453,0.6822854057737873,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,FA,0.0010159489451437437,0.0013196342920205842,0.0018729005761520562,0.001371290368986587,0.002852498221197773,0.001455004034008336,0.0017687253770214551,0.00039722675685023855,0.0018161780626977904,0.001445124556954758,0.0014093256646134126,0.0022688290134872733,0.002354712872721595,0.0028073619462659284,0.0024322256203966634,0.002351455909466971,0.0019258271617201995
"PC(33:1),PC(O-34:1),PC(P-34:0)",0.5494210243435294,5.197224216724545,6.812302788325496,0.0090531941110617,0.7029467668974815,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,PC,4.7688169025558864e-05,6.309257046748664e-05,4.386012080457201e-05,4.4715524984044716e-05,3.424506187346574e-05,3.065335735157261e-05,5.756114647815757e-05,2.946693239385372e-05,3.0467045336165725e-05,5.214724776681059e-05,4.453868378283041e-05,3.7364735038856655e-05,2.5141848435730765e-05,2.5512246852055736e-05,1.9475028416681056e-05,1.6683526873965232e-05,1.2419706867218885e-05
"PC(36:4),PC(O-37:4)",0.5477071297143642,7.637800600093707,6.793510613083697,0.0091489817817459,0.7029467668974815,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,PC,0.0002264371920723815,0.00039429211784167264,0.0002365048611470343,0.00019741951082848035,0.0002040700510633992,0.0002440182556063673,0.0003416523108617216,0.00013966543240434274,0.00020033600498068032,0.00032376876678425447,0.0002061918884866625,0.0002775303575928615,0.00021496972552666167,9.685011263064786e-05,6.348702577019106e-05,5.862442904338211e-05,1.5958110085331163e-05
"LPC(18:1),PC(O-18:1),PC(P-18:0)",0.5390377502811771,7.852739259850709,6.582085390415159,0.0103010140405748,0.7730551699752355,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,PC,0.00036331438154913647,0.0005262404752729862,0.0004597608862090893,0.0003666095311563888,9.43960798631758e-05,9.908110120020843e-05,0.00010219099862697851,3.08190083108893e-05,0.0003021561048481391,0.0004852869782416612,0.000439324100733871,0.00028119556091444606,5.3286854523554264e-05,4.214512317442201e-05,3.114632085064571e-05,2.7636910236727234e-05,1.373088769763139e-05
LPC(22:5),0.5335409093929288,5.516598256484963,6.432063487826227,0.0112078294801449,0.8219924030097209,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,PC,5.6544043988679886e-05,9.026669298878736e-05,6.18646656117748e-05,6.918841378781247e-05,4.470077102283557e-05,3.4778095245431264e-05,3.72637517491755e-05,2.922403884479141e-05,5.3873464252542785e-05,6.188811904130382e-05,6.756583499591216e-05,4.8943749830766185e-05,3.138100681867021e-05,2.0645646043314406e-05,2.0832007929560078e-05,1.809714067890841e-05,9.50427645921367e-06
[TG(37:0)]_FA14:0,-0.0402710970262886,3.757296150827045,0.0365470739116275,0.8483901424483276,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.0233623800395504e-05,1.1104939239254222e-05,1.3266753054211014e-05,9.804944039660936e-06,1.96660906029599e-05,1.2327266909484822e-05,2.1099968083541464e-05,1.577016434126164e-05,1.4426611182217077e-05,1.572293425325178e-05,1.2327547690784278e-05,1.306048809640293e-05,1.8021588249350227e-05,1.1638940353875546e-05,1.3107916411267362e-05,1.439692731468677e-05,9.20828716209725e-06
[TG(37:0)]_FA16:0,-0.1430071971210125,4.109342738449965,0.4619191633649855,0.4967284129232718,0.9999664844944482,8,8,SampleType_Neuron|SleepCondition_Goingtosleep,SampleType_Neuron|SleepCondition_Wakingup,TAG,1.230405293719079e-05,1.16779462867697e-05,1.3226793713962866e-05,1.1525773670806428e-05,2.385755011920749e-05,2.5470841405028057e-05,2.2785017862454225e-05,1.9208117226516786e-05,1.5757207838129206e-05,1.521534994985763e-05,1.382701035414479e-05,1.2792537704817597e-05,1.825103017562812e-05,1.7145646204673026e-05,1.530102058969461e-05,3.930212206071615e-05,8.874650165951447e-06
