lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,NDF-J,NDF-L,NDF-M,NDF-N,N2F-J,N2F-L,N2F-M,N2F-N,Blank1
"PI(29:0),PI(O-30:0)",0.0233438593460011,4.0294853396947845,0.0281224456924586,0.8668212766866674,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.548223130603678e-05,1.6508501384023633e-05,1.4464889954999142e-05,1.7605433810538326e-05,1.8752470808562288e-05,1.9519825992082085e-05,1.606812613908656e-05,1.631018068600638e-05,1.274149780652764e-05
"PI(29:1),PI(O-30:1),PI(P-30:0)",0.0587425852784641,4.012462221716648,0.1781614181783286,0.672958073008463,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.600932716553861e-05,1.573685513801372e-05,1.5929117361912126e-05,1.7891111252222185e-05,1.8748582880844828e-05,2.002959527880414e-05,1.610864541746788e-05,1.5866983019010952e-05,1.0586487678868573e-05
"PI(29:2),PI(P-30:1)",-0.0279326181199552,3.979486067554456,0.0402520900081597,0.8409884964802165,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.5491161086280028e-05,1.5562612342347067e-05,1.4456321786024273e-05,1.689137563032827e-05,1.9603346892752203e-05,1.9977463447384668e-05,1.606710046273748e-05,1.5866475189849563e-05,1.0130657521599536e-05
"PI(30:0),PI(O-31:0)",0.0123136196791614,3.991228302689681,0.0078254756617015,0.9295097091309338,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.6010567419365567e-05,1.5562363513460647e-05,1.445933233001602e-05,1.790378996401447e-05,1.8754564742518582e-05,1.964001061390904e-05,1.6483831555196037e-05,1.6144076951429444e-05,1.0127898847861316e-05
"PI(30:1),PI(O-31:1),PI(P-31:0)",0.0260494086840473,3.981578633400685,0.0350100328545886,0.85157463759516,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.5941362864390132e-05,1.5915578230479644e-05,1.4908118045053474e-05,1.6882473509017215e-05,1.8753667260759397e-05,1.952606942252003e-05,1.6069664824808972e-05,1.5860633773864834e-05,1.0126762959794368e-05
"PI(30:2),PI(P-31:1)",0.0102567833380679,3.974447601584603,0.0054265140095223,0.9412770474274949,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.600039757453875e-05,1.5645004329630486e-05,1.4458174489637502e-05,1.6876538624268812e-05,1.8746190318717857e-05,1.9527318060974657e-05,1.60655616791872e-05,1.5862157406678344e-05,1.0132117935849267e-05
PI(30:3),-0.000867261913570812,3.9732746885732992,3.8795713350081584e-05,0.995030312000643,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.5488432527860724e-05,1.5853846637148157e-05,1.4454932457073854e-05,1.6889757025396888e-05,1.8745891462369013e-05,1.952325973294702e-05,1.6076589032844642e-05,1.6043246243402512e-05,1.0131144264446502e-05
PI(30:4),-0.0041007511984373,3.968424294242296,0.0008672419277204746,0.976506516041447,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.5487688280942853e-05,1.5560621046572537e-05,1.4448911634103033e-05,1.688517102954419e-05,1.8755461710876897e-05,1.9525757367103467e-05,1.6066074590732647e-05,1.5875364549664906e-05,1.0128710240696954e-05
"PI(31:0),PI(O-32:0)",-0.0143143425183269,3.975088961715021,0.0105694336764914,0.9181155534150348,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.548471176637985e-05,1.5567092971487915e-05,1.4460027016575621e-05,1.6983633950395803e-05,1.942659221563186e-05,1.951451920422341e-05,1.607351166139983e-05,1.586876102661474e-05,1.0124491152709002e-05
"PI(31:1),PI(O-32:1),PI(P-32:0)",0.0010967070665066,3.9706273748745793,6.203349097444466e-05,0.993715819042111,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.5685132195664036e-05,1.556385691407549e-05,1.445979543966616e-05,1.689029645746824e-05,1.8746489517333945e-05,1.9522635443490304e-05,1.6073768263914366e-05,1.587155478942753e-05,1.0130333026368226e-05
"PI(31:2),PI(P-32:1)",0.0046523747581977,3.977727357619993,0.0011165964743078,0.9733432394005884,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.5479254838784625e-05,1.5565599286008863e-05,1.4457248049493327e-05,1.7574681191541144e-05,1.8757256160994397e-05,1.9864146664534773e-05,1.606068911733332e-05,1.5870792876134552e-05,1.013211799775221e-05
PI(31:3),0.0257965375548116,3.9817689106130825,0.0343337067144092,0.8529987818838427,0.9999876738607,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,PI,1.548744037211e-05,1.555887848472969e-05,1.5664662670770113e-05,1.688004565307303e-05,1.875994786469292e-05,1.9530751920921988e-05,1.606427959597933e-05,1.5864697376018226e-05,1.0136012621460322e-05
