lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,GDM-P_x,GDM-Q_x,GDM-R_x,GDM-S_x,GDM-P_y,GDM-Q_y,GDM-R_y,GDM-S_y,Blank1
LPC(20:5),0,3.3677129295635626,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,5.318421408369225e-06,1.4810128427240787e-05,1.2349221505655325e-05,1.1975881913777258e-05,5.318421408369225e-06,1.4810128427240787e-05,1.2349221505655325e-05,1.1975881913777258e-05,9.530565091864747e-06
LPC(22:2),0,3.463725172478771,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,5.870325165705325e-06,1.5936829898429452e-05,1.4144401238347974e-05,1.1909472109981452e-05,5.870325165705325e-06,1.5936829898429452e-05,1.4144401238347974e-05,1.1909472109981452e-05,9.409832592603017e-06
LPC(22:4),0,3.4616893296196727,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,6.350474929239246e-06,1.542028795832374e-05,1.3806763865657476e-05,1.1980642528678221e-05,6.350474929239246e-06,1.542028795832374e-05,1.3806763865657476e-05,1.1980642528678221e-05,8.74466794312082e-06
LPC(22:5),0,3.6787066686308014,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,6.0931728617515995e-06,1.7473594560624496e-05,1.74405303692638e-05,1.627156558135683e-05,6.0931728617515995e-06,1.7473594560624496e-05,1.74405303692638e-05,1.627156558135683e-05,9.50427645921367e-06
LPC(22:6),0,3.479703672327857,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,6.110979590218561e-06,1.584500687836835e-05,1.3601224940887427e-05,1.3222670289942814e-05,6.110979590218561e-06,1.584500687836835e-05,1.3601224940887427e-05,1.3222670289942814e-05,8.620852212986615e-06
LPC(24:0),0,3.3986141629939706,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,5.831550656041304e-06,1.4817306653856956e-05,1.215166038573865e-05,1.2397190634793114e-05,5.831550656041304e-06,1.4817306653856956e-05,1.215166038573865e-05,1.2397190634793114e-05,9.274657610381674e-06
LPC(24:1),0,3.472345082423717,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,5.657381737123929e-06,1.57146002698442e-05,1.4922210494158022e-05,1.3023679183971387e-05,5.657381737123929e-06,1.57146002698442e-05,1.4922210494158022e-05,1.3023679183971387e-05,8.183359069530886e-06
"LPC(3:0),PC(O-3:0)",0,3.493770984403165,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,7.132285881491321e-06,1.4188303985533608e-05,1.200548370612159e-05,1.2224858681706093e-05,7.132285881491321e-06,1.4188303985533608e-05,1.200548370612159e-05,1.2224858681706093e-05,1.1667400422374686e-05
LPC(3:1),0,3.320112413015585,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,5.606700972660631e-06,1.4193986917039534e-05,1.1184971059634104e-05,1.2519060723692149e-05,5.606700972660631e-06,1.4193986917039534e-05,1.1184971059634104e-05,1.2519060723692149e-05,7.719253014853074e-06
"LPC(4:0),PC(O-4:0),PC(O-5:0)",0,3.428298340534196,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,5.505023420858086e-06,1.4201763352977212e-05,1.4908836491790792e-05,1.3081281902410587e-05,5.505023420858086e-06,1.4201763352977212e-05,1.4908836491790792e-05,1.3081281902410587e-05,7.790167139211176e-06
LPC(6:0),0,3.3662532392886613,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,5.2727981755380756e-06,1.6246994585824682e-05,1.1989763361640092e-05,1.1420801498509722e-05,5.2727981755380756e-06,1.6246994585824682e-05,1.1989763361640092e-05,1.1420801498509722e-05,9.289262310005468e-06
LPC(8:0),0,3.412169591396754,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,6.366701282067486e-06,1.4187406728599727e-05,1.3315206960452518e-05,1.2014442218012756e-05,6.366701282067486e-06,1.4187406728599727e-05,1.3315206960452518e-05,1.2014442218012756e-05,7.94254324717888e-06
LPC(O-10:1),0,3.3948437872230106,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,5.5828884429652344e-06,1.5925165330095508e-05,1.338160818719555e-05,1.141627896202397e-05,5.5828884429652344e-06,1.5925165330095508e-05,1.338160818719555e-05,1.141627896202397e-05,8.26644399356912e-06
LPC(O-20:4),0,6.751823875997149,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PC,8.044233568902328e-05,0.00010824829517273255,0.0001680073218776257,0.00013099395538394032,8.044233568902328e-05,0.00010824829517273255,0.0001680073218776257,0.00013099395538394032,1.1705210554728557e-05
LPE(12:0),0,3.626366966097647,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.459949594386273e-06,1.8857819382835087e-05,1.4374341780985463e-05,1.438138867514527e-05,6.459949594386273e-06,1.8857819382835087e-05,1.4374341780985463e-05,1.438138867514527e-05,1.036774115356792e-05
LPE(14:0),0,3.629700917261342,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.616838623608898e-06,1.8596707118174408e-05,1.4232388731987298e-05,1.4385435100200754e-05,6.616838623608898e-06,1.8596707118174408e-05,1.4232388731987298e-05,1.4385435100200754e-05,1.056961098645058e-05
LPE(14:1),0,3.769025510265785,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,7.071068663133338e-06,1.973238155804052e-05,1.779811135903266e-05,1.566269102129115e-05,7.071068663133338e-06,1.973238155804052e-05,1.779811135903266e-05,1.566269102129115e-05,1.04375193589076e-05
"LPE(15:1),LPE(P-16:0)",0,3.643874018268605,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.354584271662482e-06,1.809212913630529e-05,1.4475703411250277e-05,1.6340593612117787e-05,6.354584271662482e-06,1.809212913630529e-05,1.4475703411250277e-05,1.6340593612117787e-05,9.806107815698146e-06
LPE(16:1),0,3.741530992364747,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.393042657966334e-06,1.854974859921027e-05,1.6259855394184455e-05,1.5456559288069283e-05,6.393042657966334e-06,1.854974859921027e-05,1.6259855394184455e-05,1.5456559288069283e-05,1.4362623767023626e-05
"LPE(17:1),LPE(O-18:1),LPE(P-18:0)",0,3.692882052873383,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.9419961181780585e-06,1.927984630388454e-05,1.6041177105733878e-05,1.4801031119655578e-05,6.9419961181780585e-06,1.927984630388454e-05,1.6041177105733878e-05,1.4801031119655578e-05,9.803998225276961e-06
LPE(17:2),0,3.661310900101828,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.3541628408384025e-06,2.0968552881984433e-05,1.4226053442693592e-05,1.4640362648105834e-05,6.3541628408384025e-06,2.0968552881984433e-05,1.4226053442693592e-05,1.4640362648105834e-05,1.0469487400941942e-05
LPE(18:1),0,3.797472037515495,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.863815012904429e-06,1.9201482822412186e-05,1.61441811173001e-05,1.5172116236499282e-05,6.863815012904429e-06,1.9201482822412186e-05,1.61441811173001e-05,1.5172116236499282e-05,1.663852867251155e-05
"LPE(18:2),LPE(P-19:1)",0,3.695596333993871,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.6680462268444056e-06,2.0589595834067424e-05,1.5539531005517258e-05,1.4679637096786656e-05,6.6680462268444056e-06,2.0589595834067424e-05,1.5539531005517258e-05,1.4679637096786656e-05,1.0267130732357897e-05
LPE(18:3),0,3.6660392091837695,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.354689639416924e-06,1.8826713068600574e-05,1.5893123406128708e-05,1.5358015753643406e-05,6.354689639416924e-06,1.8826713068600574e-05,1.5893123406128708e-05,1.5358015753643406e-05,9.803835977661308e-06
LPE(18:4),0,3.683418649123847,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.629693228391841e-06,1.9351330834546622e-05,1.6048450591752366e-05,1.4989549045365474e-05,6.629693228391841e-06,1.9351330834546622e-05,1.6048450591752366e-05,1.4989549045365474e-05,9.801564108672997e-06
"LPE(19:1),LPE(P-20:0)",0,3.6856256132375615,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.5038870034368836e-06,1.9316336387915843e-05,1.5382092071713287e-05,1.5988788806292376e-05,6.5038870034368836e-06,1.9316336387915843e-05,1.5382092071713287e-05,1.5988788806292376e-05,9.929274369660898e-06
LPE(20:0),0,3.870869255632748,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,8.213650526694804e-06,1.9408159579122087e-05,1.6544934954130815e-05,2.0417768056693367e-05,8.213650526694804e-06,1.9408159579122087e-05,1.6544934954130815e-05,2.0417768056693367e-05,9.803511265769693e-06
LPE(20:1),0,3.612721174403072,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.696389469496585e-06,1.8096914639732202e-05,1.4235204306722214e-05,1.4382578749420239e-05,6.696389469496585e-06,1.8096914639732202e-05,1.4235204306722214e-05,1.4382578749420239e-05,9.802699934837e-06
LPE(20:2),0,3.662842102098169,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.355743216477122e-06,1.8654133786829476e-05,1.4742246917721967e-05,1.5657692418775287e-05,6.355743216477122e-06,1.8654133786829476e-05,1.4742246917721967e-05,1.5657692418775287e-05,1.097416223076037e-05
LPE(20:3),0,3.751452562402762,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.57037252912959e-06,1.99255987191133e-05,1.7859350847937525e-05,1.4385911166230867e-05,6.57037252912959e-06,1.99255987191133e-05,1.7859350847937525e-05,1.4385911166230867e-05,1.2232441641105604e-05
LPE(20:4),0,3.639673992924154,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.406002610406873e-06,1.8502192042069767e-05,1.5007851735188584e-05,1.4390909632546266e-05,6.406002610406873e-06,1.8502192042069767e-05,1.5007851735188584e-05,1.4390909632546266e-05,1.0870144052495094e-05
LPE(20:5),0,3.624141479563036,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.696810960611197e-06,1.8091829746402632e-05,1.4234735074101566e-05,1.4597517522598554e-05,6.696810960611197e-06,1.8091829746402632e-05,1.4234735074101566e-05,1.4597517522598554e-05,1.0228022495272898e-05
LPE(22:0),0,3.673477491832184,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.3575345285931674e-06,2.0463675795454567e-05,1.5439577073114397e-05,1.4386625129075568e-05,6.3575345285931674e-06,2.0463675795454567e-05,1.5439577073114397e-05,1.4386625129075568e-05,1.0457316817922113e-05
LPE(22:1),0,3.6204182804113887,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.497248955488108e-06,1.905103648685948e-05,1.4234734984596054e-05,1.4422091321916426e-05,6.497248955488108e-06,1.905103648685948e-05,1.4234734984596054e-05,1.4422091321916426e-05,9.805458670478165e-06
LPE(22:2),0,3.653781289638657,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.98898901123589e-06,1.8187541012956765e-05,1.5035304014005177e-05,1.4383054724650041e-05,6.98898901123589e-06,1.8187541012956765e-05,1.5035304014005177e-05,1.4383054724650041e-05,1.028205998911595e-05
LPE(22:4),0,3.6564704100174095,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.358798941646471e-06,1.808674519536336e-05,1.4603578631326612e-05,1.6255617732549323e-05,6.358798941646471e-06,1.808674519536336e-05,1.4603578631326612e-05,1.6255617732549323e-05,1.0544782953758065e-05
LPE(22:5),0,3.628299256404681,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.35500574268025e-06,1.9178153058212113e-05,1.4236377500155724e-05,1.4379960477054933e-05,6.35500574268025e-06,1.9178153058212113e-05,1.4236377500155724e-05,1.4379960477054933e-05,1.0659024496043534e-05
LPE(22:6),0,3.598479837542428,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.3543735763472864e-06,1.8090334394244013e-05,1.4235204217216707e-05,1.4376627969443993e-05,6.3543735763472864e-06,1.8090334394244013e-05,1.4235204217216707e-05,1.4376627969443993e-05,9.992886113255629e-06
LPE(24:1),0,3.629415141265828,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.856018000044168e-06,1.808853988037626e-05,1.4231450087734982e-05,1.4791986228284693e-05,6.856018000044168e-06,1.808853988037626e-05,1.4231450087734982e-05,1.4791986228284693e-05,9.808055096600728e-06
LPE(24:6),0,3.5956707051544257,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.3542681683991575e-06,1.8097811839617697e-05,1.423966230751129e-05,1.4378056212934484e-05,6.3542681683991575e-06,1.8097811839617697e-05,1.423966230751129e-05,1.4378056212934484e-05,9.803349111008454e-06
LPE(O-16:0),0,3.747102125173152,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,7.453650237384794e-06,1.952062025029134e-05,1.568594218956276e-05,1.5452036660783222e-05,7.453650237384794e-06,1.952062025029134e-05,1.568594218956276e-05,1.5452036660783222e-05,1.1202807531995492e-05
LPE(O-20:0),0,3.7150515141563942,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,6.764771634866089e-06,1.9165890280556663e-05,1.4639242906155746e-05,1.720868017815909e-05,6.764771634866089e-06,1.9165890280556663e-05,1.4639242906155746e-05,1.720868017815909e-05,1.059589952624724e-05
LPE(O-20:4),0,5.751586408307268,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PE,3.586794558388864e-05,8.502424259218133e-05,4.622839787586989e-05,8.551950270969995e-05,3.586794558388864e-05,8.502424259218133e-05,4.622839787586989e-05,8.551950270969995e-05,1.0558089486747788e-05
LPG(14:0),0,3.728221861409139,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,7.1536750332219304e-06,1.9010359222819536e-05,1.6167644359431744e-05,1.5492739443754844e-05,7.1536750332219304e-06,1.9010359222819536e-05,1.6167644359431744e-05,1.5492739443754844e-05,1.067687467415546e-05
LPG(14:1),0,3.698951826859776,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.979927625516012e-06,1.9780237219841776e-05,1.4605924973440877e-05,1.5035488373067707e-05,6.979927625516012e-06,1.9780237219841776e-05,1.4605924973440877e-05,1.5035488373067707e-05,1.1219197295857688e-05
"LPG(15:0),LPG(O-16:0)",0,3.700316444886836,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.80733914252789e-06,1.9249936807631707e-05,1.6438880684390226e-05,1.484006776232212e-05,6.80733914252789e-06,1.9249936807631707e-05,1.6438880684390226e-05,1.484006776232212e-05,1.0137959809508491e-05
"LPG(15:1),LPG(P-16:0)",0,3.6885910894569145,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.7564476827493965e-06,1.871245805470871e-05,1.460287476001926e-05,1.611018305616208e-05,6.7564476827493965e-06,1.871245805470871e-05,1.460287476001926e-05,1.611018305616208e-05,1.092061151071576e-05
LPG(16:0),0,3.6766586397698457,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.588073909938952e-06,1.9937562677349896e-05,1.4604751869512875e-05,1.54191890127086e-05,6.588073909938952e-06,1.9937562677349896e-05,1.4604751869512875e-05,1.54191890127086e-05,1.0269078044211953e-05
LPG(16:1),0,3.686110519717172,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.822511878102243e-06,1.8722627213835646e-05,1.48626138340821e-05,1.534516228863147e-05,6.822511878102243e-06,1.8722627213835646e-05,1.48626138340821e-05,1.534516228863147e-05,1.1231530188396117e-05
"LPG(17:1),LPG(P-18:0)",0,3.745293767468056,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.871506698203938e-06,1.8717542719844746e-05,1.892130119845263e-05,1.4815074931343417e-05,6.871506698203938e-06,1.8717542719844746e-05,1.892130119845263e-05,1.4815074931343417e-05,1.0126762897891425e-05
LPG(17:2),0,3.7045498715242857,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.639492128102278e-06,1.9663289978761226e-05,1.523122288687871e-05,1.617778261643176e-05,6.639492128102278e-06,1.9663289978761226e-05,1.523122288687871e-05,1.617778261643176e-05,1.0331553744982376e-05
LPG(18:0),0,3.647848952714336,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.724943467754492e-06,1.8710663198550665e-05,1.462047221399437e-05,1.4813408654837868e-05,6.724943467754492e-06,1.8710663198550665e-05,1.462047221399437e-05,1.4813408654837868e-05,1.013471436197183e-05
LPG(18:1),0,3.685488828661744,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.843163355067537e-06,1.8721729899853387e-05,1.4614841064524539e-05,1.5431566411690427e-05,6.843163355067537e-06,1.8721729899853387e-05,1.4614841064524539e-05,1.5431566411690427e-05,1.1354210030463375e-05
LPG(18:2),0,3.672979477875285,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.679741746134798e-06,1.8720234376549622e-05,1.532319905918095e-05,1.5374201680866125e-05,6.679741746134798e-06,1.8720234376549622e-05,1.532319905918095e-05,1.5374201680866125e-05,1.0135850311941723e-05
LPG(18:3),0,3.669653242473191,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.810921646178916e-06,1.8713355140497443e-05,1.5427376487944444e-05,1.4818883368784001e-05,6.810921646178916e-06,1.8713355140497443e-05,1.5427376487944444e-05,1.4818883368784001e-05,1.013893357376567e-05
LPG(18:4),0,3.6781646432619306,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.589127527192839e-06,1.9268181564405457e-05,1.4606863528187685e-05,1.6113991266601886e-05,6.589127527192839e-06,1.9268181564405457e-05,1.4606863528187685e-05,1.6113991266601886e-05,1.0137310726191455e-05
"LPG(19:0),LPG(O-20:0)",0,3.6841747478499673,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.728947281648531e-06,2.0209442595700923e-05,1.4598416669724677e-05,1.4809838295812495e-05,6.728947281648531e-06,2.0209442595700923e-05,1.4598416669724677e-05,1.4809838295812495e-05,1.0874038645251734e-05
"LPG(19:1),LPG(P-20:0)",0,3.6524365072946714,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.591867028517796e-06,1.932800118444331e-05,1.4608036721621195e-05,1.4851969186074143e-05,6.591867028517796e-06,1.932800118444331e-05,1.4608036721621195e-05,1.4851969186074143e-05,1.013081973826372e-05
LPG(20:0),0,3.668321354158989,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.5917616808601984e-06,1.8718439577439962e-05,1.5091850684423249e-05,1.558771230135426e-05,6.5917616808601984e-06,1.8718439577439962e-05,1.5091850684423249e-05,1.558771230135426e-05,1.0136499426210234e-05
LPG(20:1),0,4.091801945866186,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,8.633847525117734e-06,2.1758171102035807e-05,1.7910970284945868e-05,2.689830723790238e-05,8.633847525117734e-06,2.1758171102035807e-05,1.7910970284945868e-05,2.689830723790238e-05,1.294888495593527e-05
LPG(20:2),0,3.662024842736218,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.797329487211724e-06,1.8721729956901767e-05,1.4611790851102919e-05,1.4823881789699244e-05,6.797329487211724e-06,1.8721729956901767e-05,1.4611790851102919e-05,1.4823881789699244e-05,1.080750588744871e-05
LPG(20:3),0,3.64098964313752,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.591972376175394e-06,1.8712756931175938e-05,1.4599824636103149e-05,1.4814360832298247e-05,6.591972376175394e-06,1.8712756931175938e-05,1.4599824636103149e-05,1.4814360832298247e-05,1.0134065247703323e-05
LPG(20:4),0,3.675607452919505,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,7.199508961368275e-06,1.872591730805555e-05,1.4603813314766067e-05,1.4824357855729356e-05,7.199508961368275e-06,1.872591730805555e-05,1.4603813314766067e-05,1.4824357855729356e-05,1.0449040858610394e-05
LPG(20:5),0,3.6813802465146,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.822827860784502e-06,1.966149540784509e-05,1.5202128316266217e-05,1.4825548066204792e-05,6.822827860784502e-06,1.966149540784509e-05,1.5202128316266217e-05,1.4825548066204792e-05,1.0135687971471653e-05
LPG(22:0),0,3.693442528587125,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.657193529008485e-06,1.944195749301309e-05,1.576172882951561e-05,1.4821739674164362e-05,6.657193529008485e-06,1.944195749301309e-05,1.576172882951561e-05,1.4821739674164362e-05,1.0907305163434867e-05
LPG(22:1),0,3.7997705868600335,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,7.549848746343734e-06,1.9938459820187014e-05,1.53147523349762e-05,1.820625375338076e-05,7.549848746343734e-06,1.9938459820187014e-05,1.53147523349762e-05,1.820625375338076e-05,1.0855214795737043e-05
LPG(22:2),0,3.803464249567269,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,7.432050309951612e-06,2.085190468851626e-05,1.6878583424394628e-05,1.5775516173419142e-05,7.432050309951612e-06,2.085190468851626e-05,1.6878583424394628e-05,1.5775516173419142e-05,1.1647603025263118e-05
LPG(22:4),0,3.675194782927589,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.793325572833463e-06,1.975062637186265e-05,1.460662884474823e-05,1.4965270268031782e-05,6.793325572833463e-06,1.975062637186265e-05,1.460662884474823e-05,1.4965270268031782e-05,1.0363359663206953e-05
LPG(22:6),0,3.718431668595629,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PG,6.660459869105651e-06,1.9035782662596503e-05,1.5239669611083456e-05,1.678023055749187e-05,6.660459869105651e-06,1.9035782662596503e-05,1.5239669611083456e-05,1.678023055749187e-05,1.1040370462380612e-05
LPI(12:0),0,3.815307196965674,0.0,1.0,1,4,4,SampleType_Glia|SleepCondition_Deprived|Sex_male,SampleType_Glia|SleepCondition_Deprived|Sex_male,PI,7.869105887826277e-06,2.409771436116183e-05,1.5205413213127288e-05,1.4257614140525164e-05,7.869105887826277e-06,2.409771436116183e-05,1.5205413213127288e-05,1.4257614140525164e-05,1.2013370465816276e-05
