lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N4M-P_x,N4M-Q_x,N4M-R_x,N4M-S_x,N4M-P_y,N4M-Q_y,N4M-R_y,N4M-S_y,Blank1
[TG(44:2)]_FA18:2,0,4.166948050357613,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3077205386666072e-05,1.4222328903365726e-05,2.432358045809507e-05,1.8404232049510075e-05,2.3077205386666072e-05,1.4222328903365726e-05,2.432358045809507e-05,1.8404232049510075e-05,8.861181230588711e-06
[TG(44:3)]_FA14:0,0,3.948445326416996,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.0751877558231352e-05,1.1851316443479748e-05,2.1084431262635998e-05,1.5234774489148307e-05,2.0751877558231352e-05,1.1851316443479748e-05,2.1084431262635998e-05,1.5234774489148307e-05,7.814995110000747e-06
[TG(44:3)]_FA16:0,0,4.289180881837335,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.039435724298795e-05,1.4752716472129357e-05,2.2377516422945354e-05,2.6017459148952334e-05,2.039435724298795e-05,1.4752716472129357e-05,2.2377516422945354e-05,2.6017459148952334e-05,1.1256358221088635e-05
[TG(44:3)]_FA16:1,0,4.081054973398489,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1441705364032662e-05,1.3232721504365965e-05,2.2960802702515975e-05,1.6761579980922363e-05,2.1441705364032662e-05,1.3232721504365965e-05,2.2960802702515975e-05,1.6761579980922363e-05,9.356281841606932e-06
[TG(44:3)]_FA18:0,0,3.963980509771107,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9616905961171883e-05,1.1892768480647194e-05,2.116078244705524e-05,1.6520286497070575e-05,1.9616905961171883e-05,1.1892768480647194e-05,2.116078244705524e-05,1.6520286497070575e-05,8.059056627501186e-06
[TG(44:3)]_FA18:1,0,4.170606380186871,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2683313348098827e-05,1.617682215708059e-05,2.2965241818393954e-05,1.663133281721412e-05,2.2683313348098827e-05,1.617682215708059e-05,2.2965241818393954e-05,1.663133281721412e-05,9.65162214826073e-06
[TG(44:3)]_FA18:2,0,4.156283486556948,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.21856782155819e-05,1.3440980940751e-05,2.392495691167225e-05,1.9787349622276445e-05,2.21856782155819e-05,1.3440980940751e-05,2.392495691167225e-05,1.9787349622276445e-05,8.85826021638042e-06
[TG(44:3)]_FA18:3,0,4.235444364470807,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.43493990597813e-05,1.452373087427444e-05,2.611960559393309e-05,1.861288381242057e-05,2.43493990597813e-05,1.452373087427444e-05,2.611960559393309e-05,1.861288381242057e-05,9.935603048070035e-06
[TG(44:4)]_FA14:0,0,3.986658461752535,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9670223957589788e-05,1.186005626599041e-05,2.1101743645225185e-05,1.6679335444953763e-05,1.9670223957589788e-05,1.186005626599041e-05,2.1101743645225185e-05,1.6679335444953763e-05,9.076195472651326e-06
[TG(44:4)]_FA16:0,0,3.985919155548273,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9701222974218424e-05,1.2915837294071e-05,2.1111065534566514e-05,1.5215573279352155e-05,1.9701222974218424e-05,1.2915837294071e-05,2.1111065534566514e-05,1.5215573279352155e-05,9.127961035603124e-06
[TG(44:4)]_FA16:1,0,4.256212795948465,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1303657184656994e-05,1.355734652476738e-05,2.383662053771984e-05,2.5214534291849376e-05,2.1303657184656994e-05,1.355734652476738e-05,2.383662053771984e-05,2.5214534291849376e-05,9.805458639526694e-06
[TG(44:4)]_FA18:0,0,4.3442509934480125,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.087114562591089e-05,1.461212868332991e-05,3.061543996150935e-05,1.8033331330372523e-05,3.087114562591089e-05,1.461212868332991e-05,3.061543996150935e-05,1.8033331330372523e-05,8.709291927370917e-06
[TG(44:4)]_FA18:1,0,4.074431457499006,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.15351155049956e-05,1.3690942274569156e-05,2.296923693801666e-05,1.658012987593773e-05,2.15351155049956e-05,1.3690942274569156e-05,2.296923693801666e-05,1.658012987593773e-05,8.509207034920769e-06
[TG(44:4)]_FA18:2,0,4.23623489993586,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2171625314378997e-05,1.3441480423138751e-05,2.5844830586479252e-05,2.1184867965053132e-05,2.2171625314378997e-05,1.3441480423138751e-05,2.5844830586479252e-05,2.1184867965053132e-05,1.0692777602316278e-05
[TG(44:4)]_FA18:3,0,4.228655237415078,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3931120772853522e-05,1.4510745856312044e-05,2.585193291788159e-05,1.8884579267734966e-05,2.3931120772853522e-05,1.4510745856312044e-05,2.585193291788159e-05,1.8884579267734966e-05,9.797669423061943e-06
[TG(44:4)]_FA20:4,0,4.324636121888526,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.5721614932619985e-05,1.5528071217635753e-05,2.7738958151201244e-05,2.008240618836459e-05,2.5721614932619985e-05,1.5528071217635753e-05,2.7738958151201244e-05,2.008240618836459e-05,1.0365956058378046e-05
[TG(44:5)]_FA14:0,0,3.9486834749131448,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9676837041194582e-05,1.2098531076638133e-05,2.1102187726147933e-05,1.524341480466192e-05,1.9676837041194582e-05,1.2098531076638133e-05,2.1102187726147933e-05,1.524341480466192e-05,8.33427476324886e-06
[TG(44:5)]_FA16:0,0,4.071899193548898,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.0761797183638546e-05,1.3713665936931552e-05,2.4885559658791187e-05,1.5923772920936516e-05,2.0761797183638546e-05,1.3713665936931552e-05,2.4885559658791187e-05,1.5923772920936516e-05,8.212244066401584e-06
[TG(44:5)]_FA16:1,0,4.2167614842683045,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2108800941299296e-05,1.7385426744527042e-05,2.3336343693048053e-05,1.9023466930072553e-05,2.2108800941299296e-05,1.7385426744527042e-05,2.3336343693048053e-05,1.9023466930072553e-05,8.508395703988076e-06
[TG(44:5)]_FA18:0,0,4.148587451597515,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9611946187885376e-05,1.6500698120600897e-05,2.1155455677336616e-05,1.9221237956566413e-05,1.9611946187885376e-05,1.6500698120600897e-05,2.1155455677336616e-05,1.9221237956566413e-05,9.10118581486244e-06
[TG(44:5)]_FA18:1,0,4.189567094299026,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3190454778443386e-05,1.5202946571960436e-05,2.3209831430549846e-05,1.8422153097268387e-05,2.3190454778443386e-05,1.5202946571960436e-05,2.3209831430549846e-05,1.8422153097268387e-05,9.603101878088234e-06
[TG(44:5)]_FA18:2,0,4.15780083203263,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2174518607435995e-05,1.3449471045882151e-05,2.4122049253945883e-05,1.9721426251971365e-05,2.2174518607435995e-05,1.3449471045882151e-05,2.4122049253945883e-05,1.9721426251971365e-05,8.864102213845532e-06
[TG(44:5)]_FA18:3,0,4.276991127511866,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3934840484567142e-05,1.5387233949600388e-05,2.713969130847232e-05,1.9176115556075123e-05,2.3934840484567142e-05,1.5387233949600388e-05,2.713969130847232e-05,1.9176115556075123e-05,1.0340965778069877e-05
[TG(44:5)]_FA20:4,0,4.446967612540213,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.8277160940986236e-05,1.590863188321641e-05,2.931924750475288e-05,2.426696095168067e-05,2.8277160940986236e-05,1.590863188321641e-05,2.931924750475288e-05,2.426696095168067e-05,1.055565533919235e-05
[TG(44:5)]_FA22:5,0,4.46838950695979,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.8203177117428984e-05,1.7662356983788045e-05,3.0338888969034398e-05,2.2161562931530868e-05,2.8203177117428984e-05,1.7662356983788045e-05,3.0338888969034398e-05,2.2161562931530868e-05,1.1228122369437918e-05
[TG(45:0)]_FA14:0,0,4.607973686367639,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.0461547139319933e-05,1.911318190443133e-05,3.2836278496108026e-05,2.2191004522051145e-05,3.0461547139319933e-05,1.911318190443133e-05,3.2836278496108026e-05,2.2191004522051145e-05,1.6009713524473188e-05
[TG(45:0)]_FA16:0,0,4.848342548027729,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.1887494966829494e-05,3.5709769545987995e-05,3.447383125914097e-05,2.282336007162467e-05,3.1887494966829494e-05,3.5709769545987995e-05,3.447383125914097e-05,2.282336007162467e-05,1.1746590629850392e-05
[TG(45:0)]_FA18:0,0,4.035058306550636,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1592566777209224e-05,1.3429993661824717e-05,2.1636200835482665e-05,1.6148745605356236e-05,2.1592566777209224e-05,1.3429993661824717e-05,2.1636200835482665e-05,1.6148745605356236e-05,8.143601872934738e-06
[TG(45:1)]_FA14:0,0,4.066118752992903,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1502463414551208e-05,1.3596301626283283e-05,2.198333190773304e-05,1.6052100238338735e-05,2.1502463414551208e-05,1.3596301626283283e-05,2.198333190773304e-05,1.6052100238338735e-05,9.479773014606881e-06
[TG(45:1)]_FA16:0,0,4.285594248674267,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.23629920420118e-05,1.6118139954127735e-05,2.327641672937248e-05,2.2916485160894178e-05,2.23629920420118e-05,1.6118139954127735e-05,2.327641672937248e-05,2.2916485160894178e-05,1.0200273386469149e-05
[TG(45:1)]_FA16:1,0,4.238913755733091,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.6673486747808953e-05,1.6544148039690616e-05,2.398665926769658e-05,1.720032464913393e-05,2.6673486747808953e-05,1.6544148039690616e-05,2.398665926769658e-05,1.720032464913393e-05,8.691117130221792e-06
[TG(45:1)]_FA18:0,0,4.022280630030824,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.089323220057525e-05,1.4540960944802409e-05,2.1270426069217103e-05,1.5233174240822074e-05,2.089323220057525e-05,1.4540960944802409e-05,2.1270426069217103e-05,1.5233174240822074e-05,7.792438977248014e-06
[TG(45:1)]_FA18:1,0,4.256350910318632,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2198491134046087e-05,1.7490555427495057e-05,2.4248561008439216e-05,1.7069757338098716e-05,2.2198491134046087e-05,1.7490555427495057e-05,2.4248561008439216e-05,1.7069757338098716e-05,1.1997467382898103e-05
[TG(45:2)]_FA14:0,0,3.99141932003671,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1945953816656914e-05,1.1856310648183865e-05,2.194648800795307e-05,1.5238294400664846e-05,2.1945953816656914e-05,1.1856310648183865e-05,2.194648800795307e-05,1.5238294400664846e-05,8.36754115762611e-06
[TG(45:2)]_FA16:0,0,5.0827089578405,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.5395507040418956e-05,3.3473601375172644e-05,2.405368822410458e-05,6.22527707215736e-05,2.5395507040418956e-05,3.3473601375172644e-05,2.405368822410458e-05,6.22527707215736e-05,1.058210621945908e-05
[TG(45:2)]_FA16:1,0,4.2429804630652885,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.6184944822042593e-05,1.513227817293452e-05,2.2967017718747587e-05,1.9278201047146637e-05,2.6184944822042593e-05,1.513227817293452e-05,2.2967017718747587e-05,1.9278201047146637e-05,9.790853877999953e-06
[TG(45:2)]_FA18:0,0,3.951746511751925,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.083619449244372e-05,1.1894516502303789e-05,2.1160338535467445e-05,1.5242454606835318e-05,2.083619449244372e-05,1.1894516502303789e-05,2.1160338535467445e-05,1.5242454606835318e-05,7.790653913009614e-06
[TG(45:2)]_FA18:1,0,4.060163229102058,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1566527770369626e-05,1.2979014409855102e-05,2.29710124150329e-05,1.6721577862351002e-05,2.1566527770369626e-05,1.2979014409855102e-05,2.29710124150329e-05,1.6721577862351002e-05,8.503202882694417e-06
[TG(45:2)]_FA18:2,0,4.147657713636282,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.374223424720067e-05,1.3447223779981408e-05,2.3932059497077025e-05,1.8087414376820117e-05,2.374223424720067e-05,1.3447223779981408e-05,2.3932059497077025e-05,1.8087414376820117e-05,8.859234073492015e-06
[TG(45:3)]_FA14:0,0,4.004382024014979,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.084239401196642e-05,1.2707328092677726e-05,2.2815203342419648e-05,1.5239894832106809e-05,2.084239401196642e-05,1.2707328092677726e-05,2.2815203342419648e-05,1.5239894832106809e-05,8.151066408459348e-06
[TG(45:3)]_FA16:0,0,5.723412798746478,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.150641624089732e-05,6.607620748683184e-05,2.7668378071425817e-05,7.842199867538104e-05,3.150641624089732e-05,6.607620748683184e-05,2.7668378071425817e-05,7.842199867538104e-05,3.11968551297405e-05
[TG(45:3)]_FA16:1,0,4.145262550142293,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.35640941597825e-05,1.3389540398917889e-05,2.29683493688435e-05,1.8893219522210004e-05,2.35640941597825e-05,1.3389540398917889e-05,2.29683493688435e-05,1.8893219522210004e-05,8.828888476662756e-06
[TG(45:3)]_FA18:0,0,3.932021940761076,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9619799017726355e-05,1.1889771967350467e-05,2.116433365509015e-05,1.5242454728912467e-05,1.9619799017726355e-05,1.1889771967350467e-05,2.116433365509015e-05,1.5242454728912467e-05,7.791789862979505e-06
[TG(45:3)]_FA18:1,0,4.134956599521443,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3679410268291845e-05,1.4126689195046915e-05,2.2956808006230654e-05,1.7623708288469993e-05,2.3679410268291845e-05,1.4126689195046915e-05,2.2956808006230654e-05,1.7623708288469993e-05,8.504338832664309e-06
[TG(45:3)]_FA18:2,0,4.128723635688217,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.218278508019325e-05,1.3976113092096675e-05,2.3924069088496653e-05,1.7245127146452548e-05,2.218278508019325e-05,1.3976113092096675e-05,2.3924069088496653e-05,1.7245127146452548e-05,9.209909947768523e-06
[TG(45:3)]_FA18:3,0,4.218840450399125,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3910041618134608e-05,1.4525478895931036e-05,2.5854152729823018e-05,1.8602323162292332e-05,2.3910041618134608e-05,1.4525478895931036e-05,2.5854152729823018e-05,1.8602323162292332e-05,9.497785502237408e-06
[TG(45:4)]_FA14:0,0,3.955852294912153,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9678490430347046e-05,1.1854812248649339e-05,2.1091533932708253e-05,1.5239894587952506e-05,1.9678490430347046e-05,1.1854812248649339e-05,2.1091533932708253e-05,1.5239894587952506e-05,9.01469319567189e-06
[TG(45:4)]_FA16:0,0,4.095858285471909,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.969130326997706e-05,1.2700086526815429e-05,2.1118611862224132e-05,2.2167963314450062e-05,1.969130326997706e-05,1.2700086526815429e-05,2.1118611862224132e-05,2.2167963314450062e-05,8.07836731271726e-06
[TG(45:4)]_FA16:1,0,4.273978180138736,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2323313146212174e-05,1.4511994395580893e-05,2.322314852418136e-05,2.4270801437794208e-05,2.2323313146212174e-05,1.4511994395580893e-05,2.322314852418136e-05,2.4270801437794208e-05,1.0259666011124458e-05
[TG(45:4)]_FA18:0,0,3.9315565609391534,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9624759106349564e-05,1.1890021779987422e-05,2.1133260859953998e-05,1.5235414478609365e-05,1.9624759106349564e-05,1.1890021779987422e-05,2.1133260859953998e-05,1.5235414478609365e-05,7.795035341467636e-06
[TG(45:4)]_FA18:1,0,4.100165733148432,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.235927193612731e-05,1.2961784244069692e-05,2.3924956742337295e-05,1.7113919784917705e-05,2.235927193612731e-05,1.2961784244069692e-05,2.3924956742337295e-05,1.7113919784917705e-05,8.947998221204685e-06
[TG(45:4)]_FA18:2,0,4.129348173691309,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.351986937011516e-05,1.3445975193083838e-05,2.392717630027628e-05,1.7258568023829148e-05,2.351986937011516e-05,1.3445975193083838e-05,2.392717630027628e-05,1.7258568023829148e-05,8.859720692533093e-06
[TG(45:4)]_FA18:3,0,4.219012587411654,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.393277392550346e-05,1.4517737657166105e-05,2.5851045179373474e-05,1.860648342950138e-05,2.393277392550346e-05,1.4517737657166105e-05,2.5851045179373474e-05,1.860648342950138e-05,9.498110028420192e-06
[TG(45:4)]_FA20:4,0,4.396452436759234,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.8184577928187494e-05,1.678861578167435e-05,2.774073379755244e-05,2.0988057258463023e-05,2.8184577928187494e-05,1.678861578167435e-05,2.774073379755244e-05,2.0988057258463023e-05,1.054819064891038e-05
[TG(45:5)]_FA14:0,0,3.95420103357003,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9665264105469108e-05,1.185755913982399e-05,2.107777275815398e-05,1.615610606402488e-05,1.9665264105469108e-05,1.185755913982399e-05,2.107777275815398e-05,1.615610606402488e-05,8.01524240482391e-06
[TG(45:5)]_FA16:0,0,4.132803834300203,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.5717481735658442e-05,1.431746898641063e-05,2.191674643957545e-05,1.710847947774796e-05,2.5717481735658442e-05,1.431746898641063e-05,2.191674643957545e-05,1.710847947774796e-05,7.815482038556544e-06
[TG(45:5)]_FA16:1,0,4.382478048293052,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1696722804567613e-05,1.2935564538394108e-05,2.3094417381083992e-05,3.4830113051118987e-05,2.1696722804567613e-05,1.2935564538394108e-05,2.3094417381083992e-05,3.4830113051118987e-05,9.065485334832699e-06
[TG(45:5)]_FA18:0,0,3.946279188761836,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.962682558657907e-05,1.1889771967350467e-05,2.115101656145863e-05,1.5387103028862487e-05,1.962682558657907e-05,1.1889771967350467e-05,2.115101656145863e-05,1.5387103028862487e-05,8.34466028203029e-06
[TG(45:5)]_FA18:1,0,4.100707642713827,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.262296894049656e-05,1.3149817191887476e-05,2.4581487079214995e-05,1.6577249709727946e-05,2.262296894049656e-05,1.3149817191887476e-05,2.4581487079214995e-05,1.6577249709727946e-05,8.587585818609367e-06
[TG(45:5)]_FA18:2,0,4.146291097252975,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.4720145305731766e-05,1.344747354498964e-05,2.3928952031294956e-05,1.7252167518832804e-05,2.4720145305731766e-05,1.344747354498964e-05,2.3928952031294956e-05,1.7252167518832804e-05,8.862317211510074e-06
[TG(45:5)]_FA18:3,0,4.219212489810008,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3944346703560582e-05,1.4507499625635804e-05,2.5865250350183025e-05,1.8608083677827615e-05,2.3944346703560582e-05,1.4507499625635804e-05,2.5865250350183025e-05,1.8608083677827615e-05,9.502004621176832e-06
[TG(45:5)]_FA20:4,0,4.340582121794999,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.6935530284191567e-05,1.5531317448311992e-05,2.7742065532315834e-05,2.007952614423196e-05,2.6935530284191567e-05,1.5531317448311992e-05,2.7742065532315834e-05,2.007952614423196e-05,1.042421282591788e-05
[TG(45:5)]_FA22:5,0,4.501433892597338,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.9524555116995534e-05,1.8012951992485527e-05,3.1134804411784115e-05,2.1947150775162238e-05,2.9524555116995534e-05,1.8012951992485527e-05,3.1134804411784115e-05,2.1947150775162238e-05,1.1713324266424617e-05
[TG(46:0)]_FA14:0,0,4.931939423266788,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.451991824947836e-05,3.072852061580105e-05,2.8805653566449573e-05,2.7739475709376018e-05,3.451991824947836e-05,3.072852061580105e-05,2.8805653566449573e-05,2.7739475709376018e-05,2.3200112760132355e-05
[TG(46:0)]_FA16:0,0,5.614497390602423,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,5.0288005689786536e-05,7.21259726027961e-05,3.327751704695463e-05,4.9867436966293284e-05,5.0288005689786536e-05,7.21259726027961e-05,3.327751704695463e-05,4.9867436966293284e-05,1.5813685534298276e-05
