lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N4M-P_x,N4M-Q_x,N4M-R_x,N4M-S_x,N4M-P_y,N4M-Q_y,N4M-R_y,N4M-S_y,Blank1
"[TG(42:1)]_FA18:0 | DG(44:8),DG(43:1)_C18:0",0,5.520509586176838,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,5.179661682585348e-05,2.8440662185773075e-05,9.236302078060854e-05,4.968246621732921e-05,5.179661682585348e-05,2.8440662185773075e-05,9.236302078060854e-05,4.968246621732921e-05,1.383944964482476e-05
"[TG(42:1)]_FA18:0 | DG(44:8),DG(43:1)_C18:0",0,5.520509586176838,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.7892361872667045e-05,1.3774345974177957e-05,5.022611828097594e-05,1.848327657713481e-05,2.7892361872667045e-05,1.3774345974177957e-05,5.022611828097594e-05,1.848327657713481e-05,8.523649579783327e-06
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",0,6.100876842598183,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,5.8743668563100257e-05,3.309828439353202e-05,0.00022027544087930878,4.550783241987318e-05,5.8743668563100257e-05,3.309828439353202e-05,0.00022027544087930878,4.550783241987318e-05,1.6576701993155217e-05
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",0,6.100876842598183,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1677297117835332e-05,1.5019408679860059e-05,2.3873908264420126e-05,1.702079463460962e-05,2.1677297117835332e-05,1.5019408679860059e-05,2.3873908264420126e-05,1.702079463460962e-05,9.685050759302162e-06
[TG(42:2)]_FA14:0,0,4.005424555566695,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.06262286544036e-05,1.1857808857203506e-05,2.2427677162354402e-05,1.5237334630108269e-05,2.06262286544036e-05,1.1857808857203506e-05,2.2427677162354402e-05,1.5237334630108269e-05,9.768946766661314e-06
[TG(42:2)]_FA16:0,0,4.343370096707555,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.856979016641791e-05,1.968402264084435e-05,2.2531994184132597e-05,1.590617208154375e-05,2.856979016641791e-05,1.968402264084435e-05,2.2531994184132597e-05,1.590617208154375e-05,1.2011747742047947e-05
[TG(42:2)]_FA16:1,0,4.134211355419179,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3594266442417813e-05,1.3367565698179156e-05,2.529616847941465e-05,1.6525406840029075e-05,2.3594266442417813e-05,1.3367565698179156e-05,2.529616847941465e-05,1.6525406840029075e-05,8.912460143547956e-06
[TG(42:2)]_FA18:0,0,3.972990933011796,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.0200924429296515e-05,1.1888523475710338e-05,2.1149684657360283e-05,1.627803281539218e-05,2.0200924429296515e-05,1.1888523475710338e-05,2.1149684657360283e-05,1.627803281539218e-05,8.306687994915182e-06
[TG(42:2)]_FA18:1,0,4.581336468921042,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.842494821748532e-05,1.930920547499251e-05,2.5928727929221156e-05,1.7331851913841443e-05,3.842494821748532e-05,1.930920547499251e-05,2.5928727929221156e-05,1.7331851913841443e-05,1.7456231770431518e-05
[TG(42:2)]_FA18:2,0,4.186899533839763,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3841844144188826e-05,1.5288847302478207e-05,2.3925844819515324e-05,1.753730354633092e-05,2.3841844144188826e-05,1.5288847302478207e-05,2.3925844819515324e-05,1.753730354633092e-05,9.195629681473093e-06
[TG(42:3)]_FA14:0,0,4.019768080117846,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.967311693531009e-05,1.2780993005000367e-05,2.41908537720376e-05,1.575576357125132e-05,1.967311693531009e-05,1.2780993005000367e-05,2.41908537720376e-05,1.575576357125132e-05,8.229932027849328e-06
[TG(42:3)]_FA16:0,0,3.957281920959751,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9699569663900137e-05,1.2419909913992026e-05,2.11146168272689e-05,1.521845350660051e-05,1.9699569663900137e-05,1.2419909913992026e-05,2.11146168272689e-05,1.521845350660051e-05,8.338493913139755e-06
[TG(42:3)]_FA16:1,0,4.090370956590294,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1306137228968595e-05,1.3641749189151669e-05,2.4341336582937092e-05,1.652924689887258e-05,2.1306137228968595e-05,1.3641749189151669e-05,2.4341336582937092e-05,1.652924689887258e-05,8.653793988326665e-06
[TG(42:3)]_FA18:0,0,3.9552593771918017,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9614012589280705e-05,1.2779494700723283e-05,2.1151460811716345e-05,1.5237974558530752e-05,1.9614012589280705e-05,1.2779494700723283e-05,2.1151460811716345e-05,1.5237974558530752e-05,7.79146527489378e-06
[TG(42:3)]_FA18:1,0,4.098845338704017,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2501040142553297e-05,1.2971772748735362e-05,2.3391831202175726e-05,1.6574689629806563e-05,2.2501040142553297e-05,1.2971772748735362e-05,2.3391831202175726e-05,1.6574689629806563e-05,9.694300390016644e-06
[TG(42:3)]_FA18:2,0,4.3804355623768085,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,4.089452429665763e-05,1.4070004683501451e-05,2.4904647179726694e-05,1.7248327276873572e-05,4.089452429665763e-05,1.4070004683501451e-05,2.4904647179726694e-05,1.7248327276873572e-05,8.862803923405569e-06
[TG(42:3)]_FA18:3,0,4.225874769891482,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3931947664515188e-05,1.4504253442588285e-05,2.584793813692879e-05,1.86157641007075e-05,2.3931947664515188e-05,1.4504253442588285e-05,2.584793813692879e-05,1.86157641007075e-05,9.916941415219525e-06
[TG(42:4)]_FA14:0,0,3.960556708524084,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9972772887262828e-05,1.1859806548610898e-05,2.1080436397015727e-05,1.63007541198206e-05,1.9972772887262828e-05,1.1859806548610898e-05,2.1080436397015727e-05,1.63007541198206e-05,7.933618018841295e-06
[TG(42:4)]_FA16:0,0,4.622069259980504,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,3.0675645858984885e-05,2.1648754354747996e-05,4.224521379435872e-05,2.006000503126314e-05,3.0675645858984885e-05,2.1648754354747996e-05,4.224521379435872e-05,2.006000503126314e-05,8.874812289761216e-06
[TG(42:4)]_FA16:1,0,4.102545044460153,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.169465624550393e-05,1.359205643083155e-05,2.4496702082632456e-05,1.6969911718583045e-05,2.169465624550393e-05,1.359205643083155e-05,2.4496702082632456e-05,1.6969911718583045e-05,8.509531653957969e-06
[TG(42:4)]_FA18:0,0,3.988964523498881,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.114205004275333e-05,1.2148972653695753e-05,2.238062371939246e-05,1.5239254903684326e-05,2.114205004275333e-05,1.2148972653695753e-05,2.238062371939246e-05,1.5239254903684326e-05,8.177841722054446e-06
[TG(42:4)]_FA18:1,0,4.101446354997715,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1514449362519553e-05,1.4836869371505417e-05,2.2962134437279364e-05,1.657788963815043e-05,2.1514449362519553e-05,1.4836869371505417e-05,2.2962134437279364e-05,1.657788963815043e-05,8.505150163597002e-06
[TG(42:4)]_FA18:2,0,4.116519132215832,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2165425558353776e-05,1.3446474627842865e-05,2.3929839939138032e-05,1.7243847167530433e-05,2.2165425558353776e-05,1.3446474627842865e-05,2.3929839939138032e-05,1.7243847167530433e-05,9.232790730509925e-06
[TG(42:4)]_FA18:3,0,4.290991848822317,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.5569513852041408e-05,1.4580415528706061e-05,2.952743738271904e-05,1.888233890787052e-05,2.5569513852041408e-05,1.4580415528706061e-05,2.952743738271904e-05,1.888233890787052e-05,9.50281604496394e-06
[TG(42:4)]_FA20:4,0,4.345679064630477,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.628372790620325e-05,1.5711609157364846e-05,2.7756714445378228e-05,2.094005420345335e-05,2.628372790620325e-05,1.5711609157364846e-05,2.7756714445378228e-05,2.094005420345335e-05,1.0146073706913386e-05
[TG(43:0)]_FA14:0,0,4.382526822239851,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.420060389033172e-05,2.180457442741059e-05,2.2472511301379783e-05,1.9507654024025223e-05,2.420060389033172e-05,2.180457442741059e-05,2.2472511301379783e-05,1.9507654024025223e-05,1.1646304703871684e-05
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,0,5.027919610711781,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.039192954852254e-05,2.6505646220858205e-05,4.6195937178237806e-05,3.14859257939416e-05,4.039192954852254e-05,2.6505646220858205e-05,4.6195937178237806e-05,3.14859257939416e-05,1.703447933847242e-05
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,0,5.027919610711781,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.259444981051119e-05,1.9157131020136468e-05,2.2242570178948894e-05,2.0512510357946814e-05,2.259444981051119e-05,1.9157131020136468e-05,2.2242570178948894e-05,2.0512510357946814e-05,8.168754308004147e-06
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,0,4.926857659191279,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.081268732792269e-05,2.2370670819385165e-05,4.503335880737703e-05,2.938116782429143e-05,4.081268732792269e-05,2.2370670819385165e-05,4.503335880737703e-05,2.938116782429143e-05,1.49473001971534e-05
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,0,4.926857659191279,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.0580763960831722e-05,1.2767508552278946e-05,2.29288421688717e-05,1.5236374615397394e-05,2.0580763960831722e-05,1.2767508552278946e-05,2.29288421688717e-05,1.5236374615397394e-05,7.791952172498105e-06
[TG(43:1)]_FA14:0,0,4.122757395611166,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2050110080517832e-05,1.3452967041566624e-05,2.3546309048030444e-05,1.792484539534324e-05,2.2050110080517832e-05,1.3452967041566624e-05,2.3546309048030444e-05,1.792484539534324e-05,9.248855906286398e-06
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,0,4.8316364323177945,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,3.768428238074353e-05,2.214543069645063e-05,3.949346927753746e-05,2.7578506609993925e-05,3.768428238074353e-05,2.214543069645063e-05,3.949346927753746e-05,2.7578506609993925e-05,1.4720439712544905e-05
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,0,4.8316364323177945,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.2603129374345482e-05,1.570436759150255e-05,2.1114616657933943e-05,1.6068741124059203e-05,2.2603129374345482e-05,1.570436759150255e-05,2.1114616657933943e-05,1.6068741124059203e-05,8.208998556961981e-06
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,0,5.005285995405658,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,3.9518588239100276e-05,2.6471186365574585e-05,4.365193769645264e-05,3.298649019184785e-05,3.9518588239100276e-05,2.6471186365574585e-05,4.365193769645264e-05,3.298649019184785e-05,1.5783664711263582e-05
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,0,5.005285995405658,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1310270268261785e-05,1.2939809733845841e-05,2.7096632985133092e-05,1.691390876479085e-05,2.1310270268261785e-05,1.2939809733845841e-05,2.7096632985133092e-05,1.691390876479085e-05,8.614036606021683e-06
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,0,4.810325557323947,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,3.5178747511656084e-05,2.12979093905274e-05,3.798953093907011e-05,3.067532039188161e-05,3.5178747511656084e-05,2.12979093905274e-05,3.798953093907011e-05,3.067532039188161e-05,1.3837826859153487e-05
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,0,4.810325557323947,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9619799175394708e-05,1.18900217323587e-05,2.114702169583836e-05,1.6167306642575602e-05,1.9619799175394708e-05,1.18900217323587e-05,2.114702169583836e-05,1.6167306642575602e-05,7.788868910674158e-06
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,0,5.131332788188112,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.702981879948643e-05,2.4510200459992363e-05,5.5045556406649256e-05,3.4798111502754486e-05,4.702981879948643e-05,2.4510200459992363e-05,5.5045556406649256e-05,3.4798111502754486e-05,1.5600618665992662e-05
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,0,5.131332788188112,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3206574159875793e-05,1.349117308620143e-05,2.3435333437102756e-05,1.7528663108740154e-05,2.3206574159875793e-05,1.349117308620143e-05,2.3435333437102756e-05,1.7528663108740154e-05,1.0014955441258451e-05
[TG(43:2)]_FA14:0,0,3.951371721085988,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.0555964700228313e-05,1.1957443805450935e-05,2.1093753490647242e-05,1.538678300361267e-05,2.0555964700228313e-05,1.1957443805450935e-05,2.1093753490647242e-05,1.538678300361267e-05,7.814021500500926e-06
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,0,4.773762332504112,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,3.52485984535885e-05,2.1219250035357044e-05,3.777778993773652e-05,2.766267129746143e-05,3.52485984535885e-05,2.1219250035357044e-05,3.777778993773652e-05,2.766267129746143e-05,1.3890566124459519e-05
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,0,4.773762332504112,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.050057998707837e-05,1.31687951888146e-05,2.2396160455630455e-05,1.5623916220255416e-05,2.050057998707837e-05,1.31687951888146e-05,2.2396160455630455e-05,1.5623916220255416e-05,8.118935902149046e-06
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,0,5.051241908230118,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.164386993373625e-05,2.9513673427267794e-05,4.3257309354320016e-05,3.232277283921657e-05,4.164386993373625e-05,2.9513673427267794e-05,4.3257309354320016e-05,3.232277283921657e-05,1.58870337133574e-05
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,0,5.051241908230118,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1319776723757754e-05,1.2942806199513846e-05,2.4032380975895125e-05,1.8037491536542995e-05,2.1319776723757754e-05,1.2942806199513846e-05,2.4032380975895125e-05,1.8037491536542995e-05,9.02881112149725e-06
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,0,4.786253584303173,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,3.518990735630451e-05,2.2259549109823697e-05,3.769921928004576e-05,2.7467780437177347e-05,3.518990735630451e-05,2.2259549109823697e-05,3.769921928004576e-05,2.7467780437177347e-05,1.3933406706685503e-05
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,0,4.786253584303173,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9616905961171883e-05,1.2337005458627376e-05,2.2417467449837473e-05,1.6130504532348107e-05,1.9616905961171883e-05,1.2337005458627376e-05,2.2417467449837473e-05,1.6130504532348107e-05,7.791303058229596e-06
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,0,5.064017498195962,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.0860632223474526e-05,2.4635555536270198e-05,5.2126016188334434e-05,3.4259201250816005e-05,4.0860632223474526e-05,2.4635555536270198e-05,5.2126016188334434e-05,3.4259201250816005e-05,1.568694878995578e-05
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,0,5.064017498195962,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.356574754893496e-05,1.297576813155014e-05,2.297367579989221e-05,1.6579489825438092e-05,2.356574754893496e-05,1.297576813155014e-05,2.297367579989221e-05,1.6579489825438092e-05,8.505474658828312e-06
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,0,5.125323638258698,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,DAG,4.50558115302699e-05,2.6459949178753908e-05,4.8573917028218014e-05,3.507748713679447e-05,4.50558115302699e-05,2.6459949178753908e-05,4.8573917028218014e-05,3.507748713679447e-05,1.844821793290048e-05
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,0,5.125323638258698,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.217327862469728e-05,1.3872233043654951e-05,2.391785449560243e-05,1.7290569755309384e-05,2.217327862469728e-05,1.3872233043654951e-05,2.391785449560243e-05,1.7290569755309384e-05,9.110922312229776e-06
[TG(43:3)]_FA14:0,0,4.032637480176032,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9670224036423968e-05,1.3325614083366524e-05,2.5019617825609614e-05,1.5235734381782034e-05,1.9670224036423968e-05,1.3325614083366524e-05,2.5019617825609614e-05,1.5235734381782034e-05,8.1106599737888e-06
[TG(43:3)]_FA16:0,0,3.9664456236595433,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.968427670112434e-05,1.1908250767662164e-05,2.236863836052434e-05,1.540566376088898e-05,1.968427670112434e-05,1.1908250767662164e-05,2.236863836052434e-05,1.540566376088898e-05,8.354559088916226e-06
[TG(43:3)]_FA16:1,0,4.057379177162618,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1313990216477927e-05,1.2936063973153134e-05,2.296435391055088e-05,1.6524446825318197e-05,2.1313990216477927e-05,1.2936063973153134e-05,2.296435391055088e-05,1.6524446825318197e-05,8.817367100765851e-06
[TG(43:3)]_FA18:0,0,3.940855099269012,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,1.9609879549987518e-05,1.2236621501127563e-05,2.1157231154352855e-05,1.5233494327110463e-05,1.9609879549987518e-05,1.2236621501127563e-05,2.1157231154352855e-05,1.5233494327110463e-05,7.79341267960225e-06
[TG(43:3)]_FA18:1,0,4.07620594772648,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.1526022534747553e-05,1.3616778165631096e-05,2.2956363671305464e-05,1.6790061800886068e-05,2.1526022534747553e-05,1.3616778165631096e-05,2.2956363671305464e-05,1.6790061800886068e-05,8.503365223164489e-06
[TG(43:3)]_FA18:2,0,4.129741220118566,0.0,1.0,1,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_male,TAG,2.3552934866973298e-05,1.3446973967344453e-05,2.3916078849251238e-05,1.7261128042711955e-05,2.3552934866973298e-05,1.3446973967344453e-05,2.3916078849251238e-05,1.7261128042711955e-05,8.859720847290453e-06
