lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,N4F-J,N4F-L,N4F-M,N4F-N,N2F-J,N2F-L,N2F-M,N2F-N,Blank1
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:3",0.042969353159707,3.869458372178984,0.0820498729423812,0.7745384692814767,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1514729207879552e-05,1.3712428621690598e-05,1.6729705878235883e-05,1.3981282156886963e-05,1.8105267008923313e-05,1.8848354006454552e-05,1.5594206583245075e-05,1.5407530604300145e-05,9.839698612452288e-06
"[TG(62:15),TG(61:8),TG(60:1)]_FA20:4",0.0273899416750084,3.971138396754786,0.033425099232641,0.854935077524241,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.2334301788889261e-05,1.548232373085178e-05,1.790423291770822e-05,1.4130822043580466e-05,1.9376347098941025e-05,2.030274189218936e-05,1.66977107293401e-05,1.6975866141858305e-05,1.0484092069614265e-05
"[TG(62:15),TG(61:8),TG(60:1)]_FA22:5",-0.0003139457916493897,4.041866515587384,4.398411671102664e-06,0.9983266465610976,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3182791734796266e-05,1.5774618736350724e-05,1.9147655139399593e-05,1.4091351718348877e-05,2.070754186686263e-05,2.1621961256476864e-05,1.776531184987678e-05,1.755773759913477e-05,1.1239643961995123e-05
"[TG(62:15),TG(61:8),TG(60:1)]_FA22:6",-0.0346384383204662,4.177033451953697,0.0537032193397515,0.8167403104593924,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.4338716264385745e-05,1.7134574075525438e-05,2.074547457832447e-05,1.5321852639137535e-05,2.3223383578278665e-05,2.4875057164528385e-05,1.9335811099207943e-05,1.9117691702925206e-05,1.22666816140312e-05
"[TG(62:16),TG(61:9),TG(60:2)]_FA14:0",-0.0020894368527751,3.582321268115594,0.00019239064506277465,0.988933300656052,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.55369052572542e-06,1.1420172489948349e-05,1.384133970861713e-05,1.0226097504349358e-05,1.5033439711600977e-05,1.565644251396268e-05,1.2858911823383865e-05,1.2762567791181816e-05,8.354396810349097e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA16:0",-0.0030401529801492,3.577488827546489,0.0004072866499160166,0.983898710102568,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.559778338545147e-06,1.1396325596960205e-05,1.3803585225713233e-05,1.0222028411057337e-05,1.5034337022226538e-05,1.566861708125721e-05,1.2823008846739455e-05,1.2762567839624928e-05,8.162101103412229e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA16:1",-0.0041156612382378,3.6670809512708975,0.0007485623575504974,0.978172707236055,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0015033139799583e-05,1.2009759240756971e-05,1.45504100984816e-05,1.1352632406598833e-05,1.5737169460042473e-05,1.655954285727331e-05,1.3520809058377616e-05,1.4181308329123789e-05,8.51082982059204e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:0",0.011710129003428,3.585596269713146,0.006044586357375,0.938029356007642,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.536949004184942e-06,1.1399278139147482e-05,1.38782676919649e-05,1.068183859187199e-05,1.4970035332078182e-05,1.5655193875508047e-05,1.2937898587222894e-05,1.280320483002116e-05,8.127861130486632e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:1",-0.0113023764811499,3.655028909472288,0.0056412682842859,0.9401284828313275,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.988018370624918e-06,1.1955479014516768e-05,1.4448444999623042e-05,1.0680007602726797e-05,1.570546735584788e-05,1.6386289820988825e-05,1.3451567711729969e-05,1.3655566696665953e-05,9.000737672219546e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:2",-0.0034392742702411,3.774883546115796,0.0005243405356765152,0.9817312502614788,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1674154014741971e-05,1.2847126352083927e-05,1.553864411697698e-05,1.1471654190617468e-05,1.68987871801801e-05,1.763371077721094e-05,1.5164653191289693e-05,1.4879503183520244e-05,9.208287224000193e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:3",-0.0096559631758107,3.850513112967645,0.0041412104749179,0.9486897600817602,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1513017114846905e-05,1.3702889985787e-05,1.672281650719019e-05,1.23444798435671e-05,1.8098089037319698e-05,1.8853036504856515e-05,1.5588821452243308e-05,1.5638399826924365e-05,9.834830472098772e-06
"[TG(62:16),TG(61:9),TG(60:2)]_FA20:4",-0.0082232970201627,3.958747324682426,0.0030118132596737,0.9562340738272848,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.2647824511967503e-05,1.47662351088152e-05,1.7903406260463294e-05,1.3205097983803944e-05,1.944124701518794e-05,2.0957981101577116e-05,1.6697710973909787e-05,1.6508032148050432e-05,1.0560523665254697e-05
"[TG(62:16),TG(61:9),TG(60:2)]_FA22:5",-0.0032605630454422,4.043344643419403,0.0004744483308318504,0.9826219844142134,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3180889284218544e-05,1.5785974321292648e-05,1.9144899369956142e-05,1.409521735115538e-05,2.071860799436187e-05,2.1808637379428122e-05,1.7765824663594353e-05,1.7552149928179837e-05,1.1235749276384068e-05
"[TG(62:16),TG(61:9),TG(60:2)]_FA22:6",-0.0097220283585215,4.1734987457444,0.0042302994029252,0.9481415536328276,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.4342330880568568e-05,1.7527707326818122e-05,2.075815144365452e-05,1.532063187622442e-05,2.3427952831187917e-05,2.3565203213833187e-05,1.9340170504946687e-05,1.9123025386634773e-05,1.2268142028280928e-05
"[TG(62:7),TG(61:0)]_FA14:0",-0.002671246063945,3.578441538353504,0.0003144524160056117,0.9858520091892382,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.547983101419801e-06,1.14224437195647e-05,1.383996187645834e-05,1.0226504464126517e-05,1.5043309329858575e-05,1.566643185976451e-05,1.2859168376984464e-05,1.2760536038548232e-05,8.151715553679327e-06
"[TG(62:7),TG(61:0)]_FA16:0",-0.0024040301697353,3.5782070095796352,0.00025468371735001827,0.9872672498470266,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.557114856935618e-06,1.1408816948324876e-05,1.3805514285348822e-05,1.024623966554843e-05,1.5033439768645519e-05,1.568141587846726e-05,1.2839678178482886e-05,1.2756218255377014e-05,8.15901784158828e-06
"[TG(62:7),TG(61:0)]_FA16:1",-0.004833702390676,3.649582941549882,0.0010319358103771,0.9743733572603916,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0016364808031896e-05,1.2015209784642797e-05,1.4543520674872976e-05,1.0746944550217782e-05,1.5741954755430034e-05,1.656547417275349e-05,1.3518757510023697e-05,1.3448063913070465e-05,8.511965677707515e-06
"[TG(62:7),TG(61:0)]_FA18:0",-0.0072101287161717,3.580514570583897,0.0022911317444433,0.9618232212979833,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.53124172502423e-06,1.1397006952849578e-05,1.386751978114457e-05,1.0259871362853728e-05,1.4976016851484692e-05,1.580035162367479e-05,1.2934308206404763e-05,1.2811332373429746e-05,8.13402753032864e-06
"[TG(62:7),TG(61:0)]_FA18:1",-0.0027018413326068,3.6415635089692207,0.0003223266157369176,0.9856759834086224,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.987828049366072e-06,1.194525884945e-05,1.4447893929835045e-05,1.0677566076900567e-05,1.569769127223479e-05,1.639596717091529e-05,1.3451567711729969e-05,1.3319803260747626e-05,8.50628608261542e-06
"[TG(62:7),TG(61:0)]_FA18:2",-0.0249122335940439,3.773200343056669,0.0275092560433964,0.8682677995112755,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0780576291318646e-05,1.2835543561875316e-05,1.5534786155394602e-05,1.2036447692398898e-05,1.8514405058385494e-05,1.79205924135971e-05,1.4452235196262019e-05,1.4343856532924285e-05,9.199524305181205e-06
"[TG(62:7),TG(61:0)]_FA18:3",0.0026014303035969,3.8509205241724342,0.0003005840963588649,0.9861674800809498,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1516251161084482e-05,1.3702208456623831e-05,1.703394759750703e-05,1.2336138041273057e-05,1.809091112276062e-05,1.884648101900201e-05,1.5592155181632968e-05,1.540321286957204e-05,9.836128576829903e-06
"[TG(62:7),TG(61:0)]_FA20:4",-0.0690070420096245,3.9926916917440103,0.2122719808546271,0.6449924470861885,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.2337536016557973e-05,1.4769868876936498e-05,1.790588649501274e-05,1.3858598200547347e-05,1.938023508370303e-05,2.3135036280862054e-05,1.749809104894064e-05,1.7286739312161933e-05,1.04766275959926e-05
"[TG(62:7),TG(61:0)]_FA22:5",0.0009846676623902644,4.048959781472244,4.3275944997756e-05,0.9947511977713578,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.317289905710732e-05,1.577666280401884e-05,1.9149033181810116e-05,1.4441906102031454e-05,2.070754192390717e-05,2.1644749459029946e-05,1.811203203271377e-05,1.755748356344629e-05,1.1235911585902666e-05
"[TG(62:7),TG(61:0)]_FA22:6",0.0052544883689867,4.207027710695117,0.0012365651300996,0.971948308044546,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.474032206094987e-05,1.8053474825616896e-05,2.133632078756368e-05,1.5746668470177542e-05,2.3189886795788418e-05,2.4209516375298645e-05,1.9869996196393557e-05,1.964876692220638e-05,1.2606971907623334e-05
"[TG(62:8),TG(61:1)]_FA14:0",-0.0029797658113711,3.578463874595962,0.00039128412655298206,0.9842181520403724,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.550266158228991e-06,1.1419037070073196e-05,1.3840513051372204e-05,1.0224063093524768e-05,1.5040916710687062e-05,1.5667992672718098e-05,1.2864810306156515e-05,1.2763329801361025e-05,8.15009270610511e-06
"[TG(62:8),TG(61:1)]_FA16:0",0.0117170543435881,3.584494564985369,0.006051359430806,0.9379947160263872,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.560539333290727e-06,1.1873945245796914e-05,1.3811576946586653e-05,1.0222638753707774e-05,1.5037925922461537e-05,1.5685161912913547e-05,1.2825060590749122e-05,1.276332975291791e-05,8.160478317740957e-06
"[TG(62:8),TG(61:1)]_FA16:1",-0.0015627733733071,3.651176231237888,0.00010787144437118812,0.9917132258909712,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0023213615597201e-05,1.2022704569470527e-05,1.4658162271121053e-05,1.0745927286596307e-05,1.5747039078300065e-05,1.656360088759496e-05,1.3525938124918157e-05,1.3438666627207504e-05,8.518943532288103e-06
"[TG(62:8),TG(61:1)]_FA18:0",-0.0210552403776247,3.5920519598132743,0.0195460379092886,0.8888123675228031,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.530861191365213e-06,1.1579151978688727e-05,1.3880196751600487e-05,1.026210931177608e-05,1.4974222344322652e-05,1.5671426532665425e-05,1.2932769520682355e-05,1.3634486191288627e-05,8.129483854254963e-06
"[TG(62:8),TG(61:1)]_FA18:1",-0.0156465125927023,3.66360311794369,0.0108176216023352,0.9171631619152664,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.980598853286654e-06,1.1948438466948616e-05,1.5196372379907934e-05,1.0675124628686579e-05,1.6434917917255615e-05,1.6391284791595725e-05,1.400216568488629e-05,1.3321073003202001e-05,8.505312504067072e-06
"[TG(62:8),TG(61:1)]_FA18:2",-0.002026254740612,3.7475750719491847,0.00018184392386089157,0.9892408912714848,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0784191016360148e-05,1.2844173896533552e-05,1.5536163934990462e-05,1.1467381636839923e-05,1.6891011381789718e-05,1.7636832284035722e-05,1.4451722333630509e-05,1.4334966979336486e-05,9.195142907674656e-06
"[TG(62:8),TG(61:1)]_FA18:3",-0.0235864314077902,3.856766830524749,0.0247135546284207,0.8750829304267949,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1508260933973256e-05,1.3701300112060017e-05,1.6732186007659465e-05,1.2342241700614148e-05,1.8093901968030685e-05,1.9045643645581967e-05,1.6141470875925664e-05,1.5534775162312174e-05,9.840023138635069e-06
"[TG(62:8),TG(61:1)]_FA20:4",0.0286103016439406,3.962929760424815,0.0364616681260805,0.8485652472983236,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3029074134522103e-05,1.4786675135719593e-05,1.790147714826477e-05,1.368505028701155e-05,1.9378440690630072e-05,2.0308048501424444e-05,1.6695915587844967e-05,1.651488990056153e-05,1.0488960426628084e-05
"[TG(62:8),TG(61:1)]_FA22:5",0.0013580469237836,4.042414210816993,8.230450600008044e-05,0.9927615444735752,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3186596672237937e-05,1.5777798353849343e-05,1.9141041250684965e-05,1.4151981546013251e-05,2.0719804104291737e-05,2.160604059519485e-05,1.777762148239784e-05,1.7544276662675303e-05,1.1230881074127608e-05
"[TG(62:8),TG(61:1)]_FA22:6",0.0191963695139084,4.22088690203907,0.0165076900872649,0.8977673395582669,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.4742795221300548e-05,1.761787138687776e-05,2.133687190991461e-05,1.6914301575573353e-05,2.3201849948690517e-05,2.422668567503529e-05,1.9874868807161373e-05,1.9816394434926166e-05,1.2958946041388333e-05
"[TG(62:9),TG(61:2)]_FA14:0",-0.00235518311325,3.578164436816593,0.0002444397903368367,0.98752592589051,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.548173422678649e-06,1.142085384583772e-05,1.383665482697516e-05,1.0225080318340122e-05,1.5036430499826503e-05,1.5661125071905836e-05,1.2854295815130586e-05,1.275799611765146e-05,8.152851410794802e-06
"[TG(62:9),TG(61:2)]_FA16:0",-0.0033573302438709,3.578195729168204,0.0004967155114867505,0.9822189267766276,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.566056400051268e-06,1.1405637244189362e-05,1.3798900291508331e-05,1.0227318383680831e-05,1.504480480953815e-05,1.5683288925461002e-05,1.2828137962193932e-05,1.2768917375429728e-05,8.164048384314813e-06
"[TG(62:9),TG(61:2)]_FA16:1",-0.0277196231087646,3.660375573252397,0.0339482950763709,0.8538168414196873,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.00178867249506e-05,1.2020433513127971e-05,1.4549858871004804e-05,1.0755082736801827e-05,1.574494554365556e-05,1.764682180846115e-05,1.3523630218619391e-05,1.3443492142653883e-05,8.512290234841771e-06
"[TG(62:9),TG(61:2)]_FA18:0",0.0022021544166263,3.5818509508759075,0.00021373778687761025,0.9883355237023014,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.69428107549702e-06,1.1390420772496355e-05,1.3870275813402681e-05,1.0267806011340016e-05,1.4978110443173735e-05,1.5656442573503877e-05,1.2940206640263474e-05,1.280955436582596e-05,8.131431104206074e-06
"[TG(62:9),TG(61:2)]_FA18:1",-0.0013975330197493,3.642105673913788,8.623975739546763e-05,0.9925905225210736,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0006091596683934e-05,1.1961838336150897e-05,1.4447893929835045e-05,1.0677973075483845e-05,1.5698588582860352e-05,1.6392845425925716e-05,1.345849191976564e-05,1.3309897855064593e-05,8.510505263457785e-06
"[TG(62:9),TG(61:2)]_FA18:2",-0.0017650416540388,3.74792877227266,0.00013798262815917228,0.9906277841886498,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0783810482701131e-05,1.2845082284415814e-05,1.5541675473877362e-05,1.1476944046822605e-05,1.6895796791266362e-05,1.7628091755312114e-05,1.4449927241049316e-05,1.4346904040766877e-05,9.199686645651273e-06
"[TG(62:9),TG(61:2)]_FA18:3",-0.0039812470912825,3.848078324660727,0.000703951153788851,0.9788329481938096,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1516631622171044e-05,1.36969850313678e-05,1.6726950161355366e-05,1.2342648699197428e-05,1.8088518446544562e-05,1.8848353946913357e-05,1.5586000389829407e-05,1.5410070331424458e-05,9.84050991243351e-06
"[TG(62:9),TG(61:2)]_FA20:4",-0.0047548843592423,3.947837646577813,0.0010066949088611,0.9746886018418645,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.2330687245278893e-05,1.4769641801625155e-05,1.788687143355086e-05,1.3207743047727933e-05,1.9384123239598657e-05,2.0298683504620525e-05,1.66979672829407e-05,1.6501174734641127e-05,1.0493341793183164e-05
"[TG(62:9),TG(61:2)]_FA22:5",-0.00023186945284986763,4.042080713619358,2.3992591156041243e-06,0.99876411385214,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3187167345724667e-05,1.5779161022309634e-05,1.9149859839055044e-05,1.409562419451418e-05,2.0716215261101278e-05,2.162383424392941e-05,1.7773774743634857e-05,1.7554689849076607e-05,1.123396427404861e-05
"[TG(62:9),TG(61:2)]_FA22:6",-0.0094968238060832,4.20562635817133,0.0040392273339641,0.94932463103057,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.4744697708164497e-05,1.761242062639969e-05,2.1329155618809324e-05,1.5750330564886285e-05,2.3185699897633026e-05,2.4596604120531676e-05,1.987435584670199e-05,1.965003685843321e-05,1.2606485102873423e-05
"[TG(63:11),TG(62:4)]_FA14:0",-0.0027577973373428,3.578390091835064,0.00033515943051926067,0.9853936560128664,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.547031966846505e-06,1.1422443546290904e-05,1.383527699481637e-05,1.0228945912340507e-05,1.5042711217849101e-05,1.5664246638271812e-05,1.2855321589307541e-05,1.276713946471217e-05,8.150417294190837e-06
"[TG(63:11),TG(62:4)]_FA16:0",-0.003075408638975,3.5778488287214603,0.0004167939379696173,0.9837118938618616,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.560539369576952e-06,1.141040669209651e-05,1.3805514285348822e-05,1.0219993883814385e-05,1.503852403447101e-05,1.56767334396065e-05,1.2827881555335145e-05,1.276485362794699e-05,8.159180182058353e-06
"[TG(63:11),TG(62:4)]_FA16:1",-0.0050797798580127,3.6497319238715376,0.0011396834235523,0.9730691729718924,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.001598438323156e-05,1.2016572583058434e-05,1.4542693912502182e-05,1.0746741089732264e-05,1.574285200901105e-05,1.6567346922041247e-05,1.35333751466714e-05,1.3440444344152608e-05,8.514075299080171e-06
"[TG(63:11),TG(62:4)]_FA18:0",-0.0032622675512971,3.579278193964905,0.0004690130102078527,0.9827217975141987,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.537139144012656e-06,1.1395644197752388e-05,1.3871929338144271e-05,1.026882331376761e-05,1.4993662382221753e-05,1.565581828404716e-05,1.2927383900541216e-05,1.2802443013614403e-05,8.13289176606758e-06
"[TG(63:11),TG(62:4)]_FA18:1",-0.0025922053846616,3.641614985162441,0.00029669945445653955,0.9862571451370342,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.992013447894305e-06,1.1949119866156436e-05,1.4444862467808798e-05,1.0676752273764612e-05,1.570666380804499e-05,1.6394718472919457e-05,1.3448490389199094e-05,1.3318279337275433e-05,8.503851996962925e-06
"[TG(63:11),TG(62:4)]_FA18:2",-0.0020395859250642,3.747518546570218,0.000184243652914539,0.9891701362343746,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.0777532421195011e-05,1.284939753838183e-05,1.5526243101918523e-05,1.147124726964643e-05,1.6888020479475112e-05,1.761841440538564e-05,1.4457620718575283e-05,1.4339792640112206e-05,9.200984905139767e-06
"[TG(63:11),TG(62:4)]_FA18:3",-0.0131923818345508,3.863213664597052,0.0077329243989199,0.9299267106569776,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.1516441337198423e-05,1.3702435618572071e-05,1.6725021101719777e-05,1.2769499096286505e-05,1.859934335271914e-05,1.9462699368679303e-05,1.5590103437623302e-05,1.54049907802896e-05,9.837426774415448e-06
"[TG(63:11),TG(62:4)]_FA20:4",-0.0041929171394003,3.947807811560629,0.0007828000100056354,0.9776792483806704,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.2337345767871578e-05,1.4772366965271945e-05,1.789513858419241e-05,1.3203266839434277e-05,1.9384122954375955e-05,2.0288694337442285e-05,1.6689504340268684e-05,1.650600044385996e-05,1.0489934067079377e-05
"[TG(63:11),TG(62:4)]_FA22:5",-0.0056285500799362,4.054211781399462,0.0014142301023216,0.9700016239985552,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.3249377214726705e-05,1.5786201569877788e-05,1.9141041408373765e-05,1.4465100054094951e-05,2.070903746063128e-05,2.2613092426845462e-05,1.7788392429196496e-05,1.754808632602644e-05,1.1228284648005041e-05
"[TG(63:11),TG(62:4)]_FA22:6",-0.0039583866114093,4.203167403567165,0.0007017023304620729,0.978866777164718,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,1.4741463625640693e-05,1.761355626286709e-05,2.1335769560086887e-05,1.5744227021963552e-05,2.3190186165538128e-05,2.4218569197603602e-05,1.986871406427175e-05,1.9652068756396133e-05,1.261248934795419e-05
"[TG(63:12),TG(62:5)]_FA14:0",-0.0033900637412474,3.5779889189739515,0.0005064505477473391,0.982045557387446,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.546461293359776e-06,1.1416765883775291e-05,1.3824253706790838e-05,1.0222638792513893e-05,1.5040916710687062e-05,1.5661125071905836e-05,1.2859937744302636e-05,1.2763837630522413e-05,8.147820960922688e-06
"[TG(63:12),TG(62:5)]_FA16:0",-0.017205667206359,3.5841925591726875,0.0130482876286698,0.9090561832320724,0.9997741790507956,4,4,SampleType_Neuron|SleepCondition_Goingtosleep|Sex_Female,SampleType_Neuron|SleepCondition_Wakingup|Sex_Female,TAG,9.563012602500084e-06,1.1406545718708524e-05,1.3804136137812432e-05,1.022345259564985e-05,1.5039421345096572e-05,1.620335973248385e-05,1.2898918239133671e-05,1.2769171411118205e-05,8.159504646338192e-06
