lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,NDM-P,NDM-Q,NDM-R,NDM-S,N2M-P,N2M-Q,N2M-R,N2M-S,Blank1
"[TG(50:9),TG(49:2)]_FA16:1",-0.0257748431200689,4.388819452690971,0.0211220324693215,0.8844470061250856,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.4823307588128395e-05,2.745469357980852e-05,2.9062262752228145e-05,1.891783031971724e-05,2.022528906058835e-05,2.52406415822586e-05,2.0173360260039663e-05,1.6565875860543365e-05,8.650548355081174e-06
"[TG(50:9),TG(49:2)]_FA18:0",0.0153923269878996,3.8363300445498254,0.0074512260188566,0.931211655093118,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.5451395249230634e-05,1.5727730497913292e-05,1.8619637145139324e-05,1.8472949298225096e-05,2.0262710749888005e-05,1.0658203139956933e-05,1.3121695703999047e-05,1.302244450185672e-05,7.791789862979505e-06
"[TG(50:9),TG(49:2)]_FA18:1",-0.192757589372848,4.08528774393792,1.1729890425568996,0.2787879229085245,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.6939191650543998e-05,1.7247327630864448e-05,2.0869965195200243e-05,1.8863905360050756e-05,2.6017281435422207e-05,1.1269368631314445e-05,1.9055588259761035e-05,1.5879535619790828e-05,1.0675576352764028e-05
"[TG(50:9),TG(49:2)]_FA18:2",-0.0411450667523602,4.023659003029649,0.0534497932109037,0.8171655567998053,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.7728514999908828e-05,1.7802526951857224e-05,2.0128803580665274e-05,2.0456878423904795e-05,2.0597612915735143e-05,1.4682763128487588e-05,1.4807999235610988e-05,1.478412008353345e-05,8.860045249667348e-06
"[TG(50:9),TG(49:2)]_FA18:3",-0.0015069992194388,4.042243768043722,7.171704595074213e-05,0.9932431221679844,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.891901274145513e-05,1.6411139712300234e-05,2.1589130486909177e-05,2.1136041478268894e-05,2.1916053397303863e-05,1.2486769018805785e-05,1.603738327047995e-05,1.4896107391683097e-05,9.507846556739e-06
"[TG(50:9),TG(49:2)]_FA20:4",0.0104968631225021,4.1570258280001084,0.0034871458222358,0.9529106423248902,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.028632629127496e-05,1.7536223299414193e-05,2.4569808758769944e-05,2.2805529933648212e-05,2.4154530316705235e-05,1.3332882694093007e-05,1.7219917710061175e-05,1.6058972544621002e-05,1.0146398171193225e-05
"[TG(50:9),TG(49:2)]_FA22:5",-0.0149313221574906,4.290274176995911,0.0070718521805339,0.9329814523356348,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.2254750437106205e-05,1.925717199810386e-05,2.5964519736126167e-05,2.496435091619987e-05,2.583357616010204e-05,1.4664970642480129e-05,1.8881969644414445e-05,1.8581903774812208e-05,1.1218385841119109e-05
"[TG(50:9),TG(49:2)]_FA22:6",-0.0042704117871607,4.482281341097553,0.0005797114875960574,0.9807910310109292,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,2.475850760173009e-05,2.1377152322670375e-05,2.8561940930024234e-05,2.726053493142789e-05,2.918373124767944e-05,1.6094167385259298e-05,2.1069010818399766e-05,1.936015093196859e-05,1.6695487211514363e-05
[TG(51:4)]_FA14:0,-0.0318755166796474,3.775115307567448,0.0318996736480111,0.8582480272974014,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.5472561208450412e-05,1.3385783278450702e-05,1.7776323552422102e-05,1.7391534757618646e-05,1.9524867723731144e-05,1.0191307840422378e-05,1.3103507058618671e-05,1.2295171084975546e-05,8.051591968170691e-06
[TG(51:4)]_FA16:0,-0.0419958457422103,3.7997819199636,0.0554005660034508,0.8139190476539727,0.9999794753957753,4,4,SampleType_Neuron|SleepCondition_Deprived|Sex_male,SampleType_Neuron|SleepCondition_Wakingup|Sex_male,TAG,1.555168904912925e-05,1.4000004248255227e-05,1.782255301342994e-05,1.7358378189884806e-05,2.0154226638836998e-05,1.0261192155534001e-05,1.3676447995164299e-05,1.2245999626922163e-05,8.24307625132045e-06
