lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,GDF-J,GDF-L,GDF-M,GDF-N,GDM-P,GDM-Q,GDM-R,GDM-S,G4F-J,G4F-L,G4F-M,G4F-N,G4M-P,G4M-Q,G4M-R,G4M-S,Blank1
DG(37:6)_C16:1,-0.6279179496900651,5.587977752122759,8.932567523428816,0.0028013028505815,0.4304668713726981,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,DAG,2.782853067479e-05,8.03608881492199e-05,5.171252009066963e-05,3.1582795828881246e-05,1.5408628775106298e-05,4.680282936895065e-05,2.8012873736025458e-05,3.477511621452077e-05,2.757776911144229e-05,9.696210274237237e-05,0.0001608717329774805,6.548051476679641e-05,1.3252256347538335e-05,0.00010087847999852935,2.659192454343038e-05,4.021332388187841e-05,3.340931168445381e-05
FA(36:5),-0.620434245734644,10.959348121281131,8.746517727486207,0.0031019382343909,0.4549979401081694,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,FA,0.005938684582649692,0.001158191531666634,0.001170487225208172,0.0028100037629676788,0.0009283294389266915,0.00035709439299070483,0.000327779480763808,0.00023197835434845643,0.0034788305109790326,0.0014963153327523073,0.0009940350227647995,0.011370983764860362,0.0027235425699324934,0.0002893193142886219,0.00022315489143495378,0.0002583045067735671,0.00039936883112948884
DG(30:2)_C16:0,-0.6160429125937986,6.597946607153999,8.612257567033794,0.003339081712582,0.4684876820218363,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,DAG,3.961933907849062e-05,0.00014911974332581054,7.43619788391674e-05,3.931932998002189e-05,7.194767685735469e-05,7.404705367895222e-05,4.2667602168964984e-05,7.057660700028158e-05,4.828166484432164e-05,0.0001652526587170637,0.0003421368244497385,8.880886402682973e-05,6.359183558248503e-05,0.0001927358672502241,3.289976740349149e-05,3.870351410859063e-05,9.664636672684039e-05
FA(15:0) | FA(16:7),-0.5939397356355868,12.523846768701986,8.020858558849795,0.0046241643941421,0.6217574374956983,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,FA,0.0024992730774582267,0.0069705339698732565,0.003372334481298528,0.0028817945306795515,0.009021022770272688,1.5497455249346603e-05,1.218098950553234e-05,1.236862739938888e-05,0.005085794947744651,0.005229266255445467,0.01591570043950755,0.0048973942994310375,0.010400535496528961,1.7799377772994293e-05,1.177482087066003e-05,1.3560892228169955e-05,0.010762694628226347
FA(22:0),0.5865718299273507,14.246235813734774,7.82457815046655,0.005154047501796,0.665284451531838,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,FA,0.02021911043952741,0.011371394646321075,0.01334888397898524,0.019005503712782597,0.04702736017340355,0.005791954795367135,0.008103456252917814,0.009853043731639225,0.021372824954151506,0.013916198308498951,0.014791416188828881,0.014432453895398163,0.02076679519184139,0.006680838769344787,0.009540347340521829,0.005275739395830541,0.019745879498876052
FA(24:10),-0.5672603469451365,11.916969402427014,7.320855814009974,0.006815894760847,0.8159981288917181,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,FA,0.004766719116323444,0.003790767888394561,0.004223251575607581,0.004237160983711901,0.0014113498972710807,0.0023814047306030626,0.0023257055663173935,0.001846849864954939,0.008121454637415638,0.00901497135253965,0.007132686011281861,0.0032139069689499,0.0028408034295611907,0.0031310644154581,0.0014857225477532396,0.0020003706605270137,0.0038895663619059944
"PE(35:3),PE(O-36:3),PE(P-36:2)",0.567757327277931,5.879471580716031,7.317830479420536,0.0068273782088863,0.8159981288917181,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,PE,0.0001576752515461067,9.412088300649073e-05,0.00013197066461854225,0.0001685654576704389,1.1058725719329295e-05,2.4690526449453295e-05,2.012215469781356e-05,2.8972717747953763e-05,8.845042678862107e-05,6.433004526584943e-05,5.84108595597594e-05,0.0001623048814803478,1.0014089998147704e-05,3.4059121404633905e-05,1.9471383597146683e-05,2.8122323907486064e-05,1.1439242111598309e-05
FA(14:4),0.5644212712250801,10.73825109624577,7.247882350330656,0.0070984676376741,0.8180983952419448,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,FA,0.0022045684158218744,0.0018468328006665446,0.001265377134607196,0.0010864818519328886,0.0008314725305004923,0.005064774281781977,0.0023120050824543656,0.0019904442593430215,0.0014855075822401184,0.0012137255454687346,0.0011012461334136995,0.000870273860866392,0.0011789401590511504,0.0025859926408102313,0.0008506090616984225,0.0015256676823514526,0.0019258271617201995
FA(10:2),-0.5572459551898573,11.729449696173358,7.066172472870676,0.00785528895083,0.874104049804432,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,FA,0.00073175043431718,0.0034960135464615254,0.0011701080141541956,0.0007804974965935641,0.0018598354950266516,0.0051049406380940035,0.00292122347811796,0.0040220724266271,0.0021604794449767563,0.002345015841960608,0.007083761023731725,0.0016386428831251766,0.0027366319152391694,0.0060647711797135895,0.002867987281193227,0.005568583091817343,0.005367241175351146
DG(42:4)_C16:1,-0.5493514845734537,5.185127063375652,6.843678730502262,0.0088955466178237,0.8779693986828025,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,DAG,2.4112249372864273e-05,4.5472091822229766e-05,3.810184306488559e-05,2.6954972043794048e-05,1.3096702442228882e-05,4.519667362347689e-05,2.673154113624692e-05,2.9320951831552558e-05,2.9238192058144775e-05,6.077229369666262e-05,0.0001267159147253901,5.083948441798013e-05,1.0887836910924752e-05,5.1034248052769134e-05,2.550893187095034e-05,3.1956984353284495e-05,2.2288777343194724e-05
FA(15:0) | FA(16:7)_2,-0.5476771322979647,12.624402287090884,6.827137327763921,0.008978304975684,0.8779693986828025,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,FA,0.003990394938183635,0.0070701677304005,0.003709350433126649,0.003037691698049119,0.009380171509973646,1.5498352563328863e-05,1.2178173886044667e-05,1.2356012012792157e-05,0.00546584642925072,0.005543306233350676,0.01640202533628743,0.004470199229652718,0.011114798500608442,1.7803842442022658e-05,1.1779590698925736e-05,1.3567936502173174e-05,0.012273218136278708
FA(16:5),0.5495538581714832,10.644518572749377,6.873301780793554,0.008749285555566,0.8779693986828025,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,FA,0.0030197161503261578,0.006292308987112173,0.002159473077407702,0.0011400865330741712,0.0014953877088226457,1.5506428046878914e-05,1.2173012013948235e-05,1.2358868227372207e-05,0.0011786782025154916,0.0027317647194802274,0.0012784176470953103,0.002409083950913153,0.0017159267406222773,1.780968089567862e-05,1.1771186713727915e-05,1.356428401333416e-05,0.0014937258663745131
FA(18:4),0.5481393568774197,11.42180896850784,6.838431112767466,0.0089217160732921,0.8779693986828025,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,FA,0.004236330975088618,0.0034863729183036403,0.0045184251975544125,0.005325572561636931,0.0030231401074842113,0.0017589973713928622,0.001534746728878136,0.0014596092019461447,0.002804504392639401,0.0038732659598475403,0.0016427345237581023,0.0023236663660959563,0.002471338651266015,0.0013480187799321927,0.0014213853150352943,0.00139273297934376,0.0013693293351511194
[TG(45:2)]_FA16:0,-0.5409786283719008,4.410784826528301,6.621028672530201,0.0100781608054054,0.92556888987041,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.2014171561624321e-05,4.2336740054282425e-05,1.5436900759409996e-05,1.229105514729567e-05,9.967351318325425e-06,2.209405810567523e-05,1.2665976572262393e-05,1.5741716257083833e-05,1.207487181192191e-05,1.3547893735134808e-05,7.891393317009185e-05,2.2675192411895755e-05,8.071621031839662e-06,6.068967294678059e-05,1.52479840658197e-05,1.9165215787196987e-05,1.058210621945908e-05
"DG(40:7),DG(39:0)_C18:0",-0.5384566651362277,5.270340645048707,6.5778543807289225,0.0103255283654585,0.92556888987041,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,DAG,2.627847259111705e-05,4.842184905383293e-05,8.0034618135205e-05,2.7047754082859097e-05,1.2284019360927486e-05,3.5630927029716056e-05,2.0917327126934044e-05,2.035231052115825e-05,2.738660440768922e-05,5.80836681263714e-05,0.00010081841806255994,0.000126277920980089,1.2677792645093324e-05,4.271067650204523e-05,2.634775174086117e-05,2.7662362806697476e-05,2.4187230967956628e-05
"PE(36:3),PE(P-37:2)",0.5416840476461044,6.452698058748294,6.669791626029507,0.0098060652679091,0.92556888987041,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,PE,0.000197574897707379,0.0001774115677595909,0.00019899030381759805,0.00026968965990825097,1.527871346898708e-05,3.0209778848553134e-05,3.0236024408645674e-05,2.8310524791318957e-05,0.00012229854384399288,8.590987447034002e-05,0.00010176357636592785,0.0002850695837200075,9.047932456173644e-06,5.285309645203733e-05,2.3592116603018098e-05,3.898684819600185e-05,1.3365606938022252e-05
[TG(37:0)]_FA14:0,0.0222338259121526,3.584699608163183,0.01119450470072,0.9157377945067012,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.1533511625007344e-05,1.2131483311998881e-05,1.3534947543930701e-05,1.3140446553369372e-05,5.343919822135694e-06,1.5782495715722386e-05,1.353224277809618e-05,1.4560861255482726e-05,1.1742347697549509e-05,1.3579697518464103e-05,1.1273050134205373e-05,1.622630525038313e-05,5.56514973077619e-06,1.7297614532267024e-05,1.3833143152198343e-05,1.3724213550996943e-05,9.20828716209725e-06
[TG(37:0)]_FA16:0,-0.2954464537433133,3.858434028683402,1.9771675330577736,0.1596891195445314,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.316073576501153e-05,1.26732902520185e-05,1.6915728463238326e-05,1.2638346933783356e-05,7.04167170274305e-06,1.7636901769057388e-05,1.576079036427431e-05,1.1696437373922808e-05,1.5162072334003533e-05,1.4128914777328568e-05,1.796949970985087e-05,2.1312570234884867e-05,6.1597160838246515e-06,4.6484720442285416e-05,1.2958662795175706e-05,1.4483423208168995e-05,8.874650165951447e-06
[TG(37:0)]_FA18:0,0.2299942149569352,7.526363049817005,1.209116239891955,0.2715072189702359,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,0.0002638743451700637,0.00017794434705341138,6.708269953507943e-05,0.00012056255118599709,5.664019785072705e-05,0.0004586309284153642,0.0003843599044693803,0.00025936794901739086,0.00011593517912060967,9.485262883680497e-05,3.5156184758873525e-05,0.00030102368920384117,0.000167529057683942,0.00040391025220827645,0.00014609204669221404,0.0002422418599333877,1.0593952214393184e-05
[TG(38:0)]_FA14:0,0.0670803985052851,4.114819785638794,0.1022034943920431,0.749201208841923,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.4567618859682842e-05,1.5899655016415698e-05,1.6024715931171366e-05,1.885115428535448e-05,9.173634171564605e-06,3.3738535026755695e-05,1.4314744941898527e-05,1.7506928645200636e-05,1.17440568839512e-05,1.8319803473244408e-05,1.4553025456765528e-05,1.794864694133948e-05,8.303109126266046e-06,2.4902369128971577e-05,2.3469689119090274e-05,1.969196639274714e-05,2.1262713114949643e-05
[TG(38:0)]_FA16:0,-0.083663970885577,4.029796661821653,0.158966598394322,0.6901097317819265,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,2.487321652525894e-05,1.790030061941735e-05,1.5440841923019892e-05,1.3166076896073104e-05,7.691038281607173e-06,2.3023953445103986e-05,1.381708769935584e-05,1.4982170248899515e-05,1.2273116619175567e-05,2.3795138920757745e-05,1.827139583508014e-05,2.3829962698925516e-05,1.0685169511521732e-05,2.8980699224107133e-05,1.1035260382234735e-05,1.6857323095027337e-05,1.0681742969266337e-05
[TG(38:0)]_FA18:0,-0.2671285412974924,4.353194939294237,1.621172009499162,0.2029284450025152,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.5882227994988907e-05,2.99495623462365e-05,3.156831312530298e-05,1.6490082395045576e-05,5.87569876040711e-06,3.797824643953785e-05,1.2600513900266169e-05,1.2982024314339693e-05,1.3414489821633063e-05,3.1831349918197994e-05,3.832691445014011e-05,5.86931428973565e-05,6.3605374366175e-06,3.808387501288948e-05,1.1101130359337145e-05,1.4215221428943493e-05,1.1317211352848087e-05
[TG(38:1)]_FA14:0,0.1221052046631291,3.64299473667115,0.3376276472742008,0.5612018001916796,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.1543273620558548e-05,1.2916865687425718e-05,1.4183571157665827e-05,1.5717326196161766e-05,6.225195583250189e-06,2.2340215764830444e-05,1.142241986123504e-05,1.1944224067576675e-05,1.4169382981461771e-05,1.3102105779526317e-05,1.2081473218939823e-05,1.545345554505274e-05,5.159507094513252e-06,1.8788136659253125e-05,1.1179265751470078e-05,1.3239467437932321e-05,1.1667887165221652e-05
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",0.0122644718210453,4.698724896546527,0.0034267582446005,0.953319681101983,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.940466513464818e-05,1.897108193890835e-05,1.5390731347025634e-05,1.7648319902450048e-05,6.298846076051258e-06,1.8685538977531217e-05,1.1701398904832657e-05,1.625442770367451e-05,1.1683020805627464e-05,1.6515537758180102e-05,2.1029102964877772e-05,1.9122078691287794e-05,6.895411297580543e-06,2.515067500141696e-05,1.2593198093366093e-05,1.6497285348657844e-05,9.293968388452163e-06
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",0.0122644718210453,4.698724896546527,0.0034267582446005,0.953319681101983,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,DAG,2.8290131485679768e-05,2.356146940447212e-05,2.744009469954157e-05,2.8265710400712412e-05,1.653298243918304e-05,3.386714712141209e-05,2.3716502886614537e-05,2.9018180873425418e-05,2.426790948116445e-05,2.6621937391881326e-05,2.4591239538449025e-05,3.3821667692500885e-05,1.393943861996382e-05,3.848123363517986e-05,2.8703170044892744e-05,3.380961239273225e-05,1.6807619008621288e-05
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",-0.0356161369669411,4.581546598874184,0.0288848444364346,0.8650451970020728,0.9999385341776648,8,8,SampleType_Glia|SleepCondition_Deprived,SampleType_Glia|SleepCondition_Goingtosleep,TAG,1.30886832278075e-05,1.4803209255706176e-05,1.7517619503141357e-05,1.5027099596167734e-05,6.7898485374211e-06,2.1804232307017684e-05,1.4070022385762583e-05,1.5908811574639934e-05,1.3840032717829886e-05,1.5463071921627265e-05,1.28422037021831e-05,1.9608890190955376e-05,5.49653406059184e-06,2.1777080436856613e-05,2.0744036328306465e-05,1.703890711085993e-05,9.155872392022528e-06
